SETS,GETS,MGETS,INVLD,TOT,HITS,RSP T,Q T,SVR T,Q LEN
7018,0,0,0,7018,7018,2344.20,244.70,2079.89,0
6363,0,0,0,6363,6363,2431.79,197.46,2213.94,0
6382,0,0,0,6382,6382,2405.26,175.80,2210.21,0
6604,0,0,0,6604,6604,2308.27,169.59,2118.95,0
6750,0,0,0,6750,6750,2387.79,161.58,2205.78,3
6390,0,0,0,6390,6390,2545.15,194.89,2319.25,0
6142,0,0,0,6142,6142,2603.68,225.21,2352.01,0
5870,0,0,0,5870,5870,2487.59,208.63,2259.63,1
6148,0,0,0,6148,6148,2425.41,193.05,2212.46,0
5857,0,0,0,5857,5857,2501.33,132.30,2351.80,0
6398,0,0,0,6398,6398,2409.25,151.01,2238.11,0
6854,0,0,0,6854,6854,2368.38,184.89,2164.47,0
6535,0,0,0,6535,6535,2471.18,176.45,2275.99,0
6194,0,0,0,6194,6194,2400.91,161.50,2216.23,0
6148,0,0,0,6148,6148,2449.90,187.95,2241.12,0
6194,0,0,0,6194,6194,2448.25,173.89,2251.93,4
6337,0,0,0,6337,6337,2488.81,168.73,2300.63,0
5825,0,0,0,5825,5825,2619.06,145.16,2455.27,0
6289,0,0,0,6289,6289,2492.58,147.47,2327.58,5
6275,0,0,0,6275,6275,2529.25,160.79,2349.57,0
6492,0,0,0,6492,6492,2580.68,195.13,2365.95,0
5813,0,0,0,5813,5813,2649.48,164.20,2462.40,0
6177,0,0,0,6177,6177,2452.09,152.82,2282.24,0
5966,0,0,0,5966,5966,2607.22,167.24,2414.25,0
5837,0,0,0,5837,5837,2641.29,166.81,2450.00,0
6359,0,0,0,6359,6359,2482.87,178.93,2275.58,0
6491,0,0,0,6491,6491,2401.99,155.19,2225.37,1
6238,0,0,0,6238,6238,2515.43,128.92,2361.28,0
5988,0,0,0,5988,5988,2554.48,151.98,2381.93,0
6138,0,0,0,6138,6138,2522.04,168.65,2332.01,0
6175,0,0,0,6175,6175,2600.62,190.61,2383.11,0
6272,0,0,0,6272,6272,2427.13,145.82,2264.18,0
6559,0,0,0,6559,6559,2384.30,172.31,2191.65,0
6223,0,0,0,6223,6223,2489.71,165.77,2305.48,0
5788,0,0,0,5788,5788,2775.10,197.84,2551.24,0
6495,0,0,0,6495,6495,2375.75,162.41,2191.70,0
6373,0,0,0,6373,6373,2399.60,166.17,2211.66,0
6149,0,0,0,6149,6149,2573.40,176.28,2374.68,0
5827,0,0,0,5827,5827,2570.09,186.03,2358.20,0
5702,0,0,0,5702,5702,2670.80,154.99,2495.02,0
5758,0,0,0,5758,5758,2639.72,173.33,2444.64,0
5969,0,0,0,5969,5969,2581.20,143.42,2417.48,0
3408,0,0,0,3408,3408,4159.30,178.23,3955.53,0
6222,0,0,0,6222,6222,2479.33,164.77,2294.51,6
5818,0,0,0,5818,5818,2678.83,170.69,2484.34,0
6488,0,0,0,6488,6488,2349.74,164.56,2166.07,0
6680,0,0,0,6680,6680,2315.02,161.30,2134.80,0
5874,0,0,0,5874,5874,2600.34,169.42,2409.87,0
6639,0,0,0,6639,6639,2398.49,179.37,2200.19,0
5819,0,0,0,5819,5819,2679.76,196.91,2462.96,0
5314,0,0,0,5314,5314,2661.21,190.75,2448.35,0
6065,0,0,0,6065,6065,2519.58,205.45,2292.12,1
6350,0,0,0,6350,6350,2414.92,180.65,2216.09,0
5522,0,0,0,5522,5522,2565.97,163.45,2379.41,0
5779,0,0,0,5779,5779,2664.02,211.79,2421.09,0
5779,0,0,0,5779,5779,2516.16,143.31,2344.88,0
5971,0,0,0,5971,5971,2507.57,197.80,2285.23,0
6294,0,0,0,6294,6294,2494.21,180.21,2286.66,0
5927,0,0,0,5927,5927,2613.69,159.42,2430.68,0
5808,0,0,0,5808,5808,2660.96,158.16,2486.26,1
5852,0,0,0,5852,5852,2713.45,163.96,2519.91,0
5845,0,0,0,5845,5845,2586.49,167.03,2388.65,0
6407,0,0,0,6407,6407,2475.74,190.12,2266.61,0
5880,0,0,0,5880,5880,2727.88,206.82,2500.04,6
5882,0,0,0,5882,5882,2572.62,178.07,2376.24,14
6153,0,0,0,6153,6153,2619.00,217.94,2374.69,1
6155,0,0,0,6155,6155,2563.45,178.92,2365.57,0
5748,0,0,0,5748,5748,2733.00,219.36,2493.40,0
6143,0,0,0,6143,6143,2483.49,161.65,2304.20,13
5511,0,0,0,5511,5511,2833.66,195.87,2610.18,0
5712,0,0,0,5712,5712,2774.84,164.30,2583.12,0
5856,0,0,0,5856,5856,2643.20,178.22,2444.94,0
5708,0,0,0,5708,5708,2745.31,228.23,2492.05,0
5918,0,0,0,5918,5918,2653.28,222.78,2406.17,0
5935,0,0,0,5935,5935,2553.33,150.31,2379.43,0
5607,0,0,0,5607,5607,2646.79,153.06,2470.24,1
5692,0,0,0,5692,5692,2584.15,157.03,2400.94,0
6412,0,0,0,6412,6412,2446.57,168.07,2259.12,0
6511,0,0,0,6511,6511,2421.25,195.45,2202.99,0
6085,0,0,0,6085,6085,2523.56,146.78,2356.68,1
