Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2378.9125,84.8852082282,26.9265,0.981893159776
1,1,Total,2378.9125,84.8852082282,26.9265,0.981893159776
1,2,1,2404.15,86.8435374683,26.643875,0.980910831894
1,2,Total,2404.15,86.8435374683,26.643875,0.980910831894
1,3,1,2358.7,83.4841605533,27.15475,0.968787543168
1,3,Total,2358.7,83.4841605533,27.15475,0.968787543168
1,Total,Total,7141.7625,242.881918685,26.908375,0.932696134771
2,1,1,2528.525,101.242030472,25.338625,1.04946127681
2,1,Total,2528.525,101.242030472,25.338625,1.04946127681
2,2,1,2552.1,99.8489492094,25.1075,1.02416313475
2,2,Total,2552.1,99.8489492094,25.1075,1.02416313475
2,3,1,2497.975,98.1708630625,25.64825,1.03749671343
2,3,Total,2497.975,98.1708630625,25.64825,1.03749671343
2,Total,Total,7578.6,293.194781241,25.3647916667,1.01857154931
3,1,1,2528.2,91.069093258,25.33575,0.943782820705
3,1,Total,2528.2,91.069093258,25.33575,0.943782820705
3,2,1,2548.725,97.9807492071,25.1375,0.989547268941
3,2,Total,2548.725,97.9807492071,25.1375,0.989547268941
3,3,1,2502.7,89.7332756534,25.594375,0.957189773586
3,3,Total,2502.7,89.7332756534,25.594375,0.957189773586
3,Total,Total,7579.625,273.008386527,25.355875,0.946758069479
Total,Total,Total,7433.32916667,169.363418818,25.8763472222,0.60928352713
