Throughput,Latency
2989,21.39
2997,21.34
3010,21.3
3039,21.02
3064,20.88
3071,20.79
3109,20.61
3059,20.85
3079,20.85
2987,21.42
3096,20.64
3077,20.82
3032,21.07
3112,20.54
3107,20.63
3082,20.79
3090,20.71
3074,20.79
3053,20.91
3010,21.27
3045,21.03
3064,20.9
3046,20.98
3007,21.29
3003,21.28
3019,21.18
3046,21.01
3020,21.22
2977,21.48
3031,21.1
3034,21.09
2991,21.41
3067,20.79
2981,21.49
3054,20.97
3016,21.23
3093,20.64
3213,19.95
3239,19.75
3125,20.46
3182,20.12
3066,20.84
3085,20.74
3042,21.02
3072,20.81
3134,20.44
3021,21.18
2993,21.34
3054,20.98
3064,20.87
3077,20.81
3052,20.91
3076,20.81
3031,21.12
2978,21.46
3015,21.19
3025,21.18
3013,21.22
2974,21.54
2999,21.32
2954,21.64
2899,22.08
3015,21.26
3022,21.16
3022,21.18
3079,20.74
3020,21.21
2981,21.42
2983,21.48
3054,20.93
3026,21.19
3000,21.27
3054,21.0
3064,20.82
3006,21.29
3082,20.77
3054,20.94
3099,20.66
3152,20.32
3058,20.9
