Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,10025.475,857.9951327996854,2.4079166666666665,0.2289904926982004
2,9604.866666666667,755.3119440174725,2.5096249999999998,0.2156615418372387
Total,19630.341666666667,1242.3224673573993,2.4587708333333333,0.22795072715793252
