Throughput,Latency
7920,1.01
8502,0.94
8652,0.92
8235,0.96
8231,0.97
7819,1.02
7775,1.02
7691,1.04
7950,1.0
7548,1.05
7591,1.06
7933,1.0
7708,1.03
7408,1.07
7232,1.1
7812,1.02
8125,0.99
8057,0.99
8450,0.94
7640,1.04
7678,1.03
7907,1.01
7534,1.06
7134,1.11
6845,1.16
7621,1.04
8114,0.98
8096,0.99
8315,0.96
7392,1.07
7528,1.06
7319,1.08
7744,1.02
7637,1.05
7524,1.06
7338,1.09
7554,1.05
7545,1.06
7287,1.1
7843,1.02
7632,1.04
7566,1.05
7782,1.02
7903,1.01
7512,1.06
7869,1.01
7999,1.0
7842,1.02
7950,1.0
7816,1.02
7908,1.0
7459,1.07
7555,1.06
8062,0.99
7840,1.02
7544,1.06
7362,1.08
7417,1.08
7350,1.08
7527,1.06
7770,1.02
7705,1.04
7675,1.03
7545,1.06
7389,1.08
8231,0.97
7809,1.02
7166,1.11
7639,1.04
7684,1.04
7730,1.03
7373,1.08
6905,1.16
7843,1.01
7050,1.13
7708,1.04
8076,0.99
7296,1.09
8011,0.99
7590,1.06
