Throughput,Latency
13218,2.42
12546,2.54
13197,2.42
13155,2.43
13508,2.38
13456,2.36
12648,2.53
13180,2.44
13131,2.44
13422,2.37
13896,2.31
13030,2.46
13182,2.43
13606,2.34
13101,2.44
13290,2.4
13378,2.4
12907,2.48
13169,2.41
12710,2.52
13787,2.33
14016,2.28
12939,2.47
13132,2.44
13410,2.38
12685,2.53
11979,2.66
12749,2.51
11891,2.7
12141,2.63
10819,2.94
12432,2.58
12195,2.63
12971,2.46
11981,2.66
12012,2.67
12619,2.54
12895,2.48
12304,2.58
12977,2.48
12890,2.47
12225,2.62
13450,2.37
12145,2.64
12666,2.51
12086,2.66
12373,2.57
13049,2.46
12135,2.63
12065,2.65
11786,2.71
12276,2.6
11606,2.75
11648,2.72
13058,2.47
12864,2.47
12222,2.62
12156,2.62
11365,2.82
12109,2.65
12330,2.58
12088,2.66
12549,2.54
12300,2.59
13105,2.44
12749,2.51
13140,2.43
12976,2.44
13147,2.46
14118,2.25
13426,2.39
13009,2.46
13463,2.37
12215,2.61
12851,2.49
12703,2.51
12757,2.5
13339,2.4
13345,2.39
13017,2.45
