Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4896.5875,204.426440222,8.254313125,0.324982951734,0.0,0.0,4896.5875,0.0,4896.5875,25.2625,4.4430111525,5.041504625,0.190498445457,3.175196375,0.137119437083
1,2,5513.0625,305.597209202,7.5383745,0.412488886629,0.0,0.0,5513.0625,0.0,5513.0625,26.1125,5.26029731556,4.684271875,0.250615427546,2.8300245,0.163562690067
1,Total,10409.65,344.946376313,7.8963438125,0.246724603752,0.0,0.0,10409.65,0.0,10409.65,25.6875,3.37092463745,4.86288825,0.150704015963,3.0026104375,0.099039565838
2,1,4875.925,226.061253881,8.305616125,0.340384284977,0.0,0.0,4875.925,0.0,4875.925,24.95,4.90130439884,5.07733275,0.19255628253,3.190873875,0.151187496549
2,2,5947.2625,200.24445464,7.0345855,0.236345968733,0.0,0.0,5947.2625,0.0,5947.2625,27.25,5.23981833679,4.387852875,0.151973608103,2.625084875,0.0874251679285
2,Total,10823.1875,317.262144285,7.6701008125,0.226322789255,0.0,0.0,10823.1875,0.0,10823.1875,26.1,3.62341191752,4.7325928125,0.138651656688,2.907979375,0.0921865529932
3,1,4921.3125,242.974061946,8.217026,0.375954609638,0.0,0.0,4921.3125,0.0,4921.3125,25.7,4.52391675264,5.01218425,0.21642957708,3.16961575,0.162609940809
3,2,5082.7625,323.985358465,8.207365,0.484902955208,0.0,0.0,5082.7625,0.0,5082.7625,24.8,5.51040442817,5.09309375,0.298023318336,3.08705475,0.189653789037
3,Total,10004.075,340.406412909,8.2121955,0.26338993886,0.0,0.0,10004.075,0.0,10004.075,25.25,3.23939359851,5.052639,0.163545187154,3.12833525,0.10431180876
Total,Total,10412.3041667,175.762235461,7.926213375,0.128638256819,0.0,0.0,10412.3041667,0.0,10412.3041667,25.6791666667,1.82126349089,4.8827066875,0.0782535815308,3.01297502083,0.0527550409097
