Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1624.8125,57.6712845094,9.849625,0.36288730946
1,1,2,1830.8375,104.360796237,8.7595,0.537139399204
1,1,Total,3455.65,108.989849719,9.3045625,0.28968904515
1,2,1,1655.2375,69.4377498742,9.675875,0.429564671455
1,2,2,1878.0625,102.072491459,8.537,0.492447774009
1,2,Total,3533.3,121.641244671,9.1064375,0.312751360934
1,3,1,1581.7875,62.4888230512,10.1215,0.411588771052
1,3,2,1772.9875,97.8916339309,9.0445,0.527686375978
1,3,Total,3354.775,113.540264982,9.583,0.321603577032
1,Total,Total,10343.725,314.852586564,9.33133333333,0.28403801671
2,1,1,1616.8125,72.9931666214,9.9075,0.489700244143
2,1,2,1971.8625,67.0378211312,8.114875,0.283620328091
2,1,Total,3588.675,113.328108281,9.0111875,0.318719991141
2,2,1,1649.15,76.3441740501,9.71625,0.482428915207
2,2,2,2017.1125,69.6590237414,7.934,0.282410958299
2,2,Total,3666.2625,112.105594859,8.825125,0.299569284689
2,3,1,1570.5625,70.686120914,10.1995,0.487509558491
2,3,2,1913.2375,64.7478544193,8.364125,0.285549409367
2,3,Total,3483.8,105.241061438,9.2818125,0.308190147361
2,Total,Total,10738.7375,300.933179166,9.039375,0.276541247435
3,1,1,1629.1,74.1235028239,9.833125,0.477828934354
3,1,2,1681.0875,105.641044209,9.545,0.595380954526
3,1,Total,3310.1875,112.067914959,9.6890625,0.328524794115
3,2,1,1655.7625,70.14816936,9.6725,0.42645580892
3,2,2,1723.2,109.251932752,9.313875,0.573829008514
3,2,Total,3378.9625,114.095944941,9.4931875,0.312615795002
3,3,1,1587.45,69.4254722889,10.089125,0.456689224165
3,3,2,1624.6375,112.454124964,9.88275,0.64608847417
3,3,Total,3212.0875,114.894910018,9.9859375,0.338224228812
3,Total,Total,9901.2375,312.331665801,9.72272916667,0.297608877328
Total,Total,Total,10327.9,159.534893608,9.36447916667,0.151918047542
