[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   2  95   0   1   0|   0     0 |  15k   28M|1510579420
  3  11  22   0  65   0| 800k  824k|   0     0 |1510579421
 10   8  80   0   2   0|4334k 4350k|   0  4096B|1510579422
  7   6  85   0   1   0|5748k 5751k|   0    76k|1510579423
  3   3  91   0   2   0|6276k 6279k|   0     0 |1510579424
  3   4  92   0   1   0|6150k 6152k|   0     0 |1510579425
  3   4  92   0   2   0|6024k 6027k|   0     0 |1510579426
  3   3  93   0   1   0|6361k 6342k|   0    68k|1510579427
  3   3  92   0   2   0|6169k 6191k|   0    20k|1510579428
  3   3  92   0   1   0|6264k 6262k|   0     0 |1510579429
  3   3  92   0   2   0|6001k 6005k|   0     0 |1510579430
  2   3  93   0   2   0|6239k 6242k|   0     0 |1510579431
  3   3  92   0   2   0|6234k 6237k|   0    16k|1510579432
  3   3  92   0   2   0|6505k 6506k|   0    32k|1510579433
  3   3  92   0   1   0|5968k 5971k|   0     0 |1510579434
  3   3  93   0   1   0|6078k 6079k|   0     0 |1510579435
  4   4  90   0   1   0|6348k 6354k|   0     0 |1510579436
  3   3  92   0   1   0|6941k 6942k|   0   108k|1510579437
  3   3  92   0   2   0|6297k 6294k|   0    32k|1510579438
  5   5  89   0   1   0|6557k 6566k|   0     0 |1510579439
  3   3  92   0   2   0|6246k 6245k|   0     0 |1510579440
  2   3  93   0   2   0|6095k 6099k|   0     0 |1510579441
  3   3  93   0   2   0|6217k 6220k|   0    24k|1510579442
  2   3  93   0   2   0|6260k 6261k|   0    36k|1510579443
  2   3  93   0   2   0|6028k 6031k|   0     0 |1510579444
  2   3  94   0   1   0|6050k 6052k|   0     0 |1510579445
  2   3  94   0   1   0|6125k 6127k|   0     0 |1510579446
  2   3  93   0   2   0|6085k 6087k|   0     0 |1510579447
  3   3  93   0   1   0|6322k 6324k|   0     0 |1510579448
  2   3  93   0   1   0|5978k 5978k|   0    20k|1510579449
  2   3  94   0   1   0|6210k 6213k|   0     0 |1510579450
  3   3  93   0   1   0|6506k 6492k|   0     0 |1510579451
  2   3  93   0   1   0|6702k 6720k|   0    40k|1510579452
  3   3  93   0   1   0|6420k 6422k|   0     0 |1510579453
  3   3  93   0   1   0|6307k 6303k|   0    28k|1510579454
  2   3  94   0   1   0|6147k 6155k|   0     0 |1510579455
  2   3  94   0   1   0|5875k 5877k|   0     0 |1510579456
  2   3  94   0   1   0|5893k 5895k|   0     0 |1510579457
  2   3  94   0   1   0|6128k 6131k|   0     0 |1510579458
  2   3  92   0   2   0|6197k 6193k|   0    20k|1510579459
  2   4  91   0   3   0|5863k 5877k|   0     0 |1510579460
  2   3  94   0   1   0|5738k 5739k|   0     0 |1510579461
  2   3  94   0   1   0|5508k 5517k|   0    36k|1510579462
