[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  2   4  92   1   1   0|   0     0 |  20k 6907k|1510772382
  3   4  92   0   2   0| 207k 3131k|   0     0 |1510772383
  3   4  91   1   2   0| 228k 3446k|   0    36k|1510772384
  3   5  90   0   3   0| 254k 3848k|   0     0 |1510772385
  3   4  91   0   2   0| 232k 3512k|   0     0 |1510772386
  3   4  92   0   2   0| 256k 3880k|   0     0 |1510772387
  3   5  90   0   3   0| 285k 4318k|   0     0 |1510772388
  3   4  89   1   2   0| 272k 4129k|   0    16k|1510772389
  3   4  91   0   2   0| 271k 4108k|   0     0 |1510772390
  3   4  92   0   2   0| 236k 3579k|   0    44k|1510772391
  3   4  90   0   3   0| 273k 4130k|   0     0 |1510772392
  3   4  91   0   2   0| 274k 4164k|   0     0 |1510772393
  3   3  92   0   2   0| 257k 3906k|   0     0 |1510772394
  3   4  89   2   2   0| 287k 4346k|   0    12k|1510772395
  3   4  91   0   2   0| 279k 4232k|   0     0 |1510772396
  3   5  91   0   2   0| 280k 4250k|   0     0 |1510772397
  3   5  90   0   3   0| 271k 4106k|   0     0 |1510772398
  3   4  92   0   2   0| 264k 3991k|   0     0 |1510772399
  3   4  91   1   2   0| 274k 4153k|   0    12k|1510772400
  3   4  92   0   2   0| 231k 3494k|   0     0 |1510772401
  3   3  92   0   2   0| 266k 4035k|   0     0 |1510772402
  2   3  93   0   2   0| 246k 3713k|   0     0 |1510772403
  3   4  90   0   3   0| 272k 4124k|   0     0 |1510772404
  3   4  92   0   2   0| 269k 4079k|   0     0 |1510772405
  3   3  91   1   2   0| 262k 3968k|   0    12k|1510772406
  3   4  91   0   2   0| 278k 4212k|   0     0 |1510772407
  3   4  91   0   3   0| 282k 4264k|   0     0 |1510772408
  3   4  91   0   2   0| 277k 4200k|   0     0 |1510772409
  3   4  92   0   2   0| 263k 3974k|   0     0 |1510772410
  2   3  92   1   1   0| 165k 2474k|   0    16k|1510772411
  2   4  93   0   2   0| 231k 3488k|   0     0 |1510772412
  3   3  93   0   2   0| 203k 3057k|   0     0 |1510772413
  3   4  92   0   2   0| 256k 3881k|   0     0 |1510772414
  3   4  91   0   2   0| 270k 4095k|   0     0 |1510772415
  3   4  90   1   2   0| 273k 4145k|   0    44k|1510772416
  3   3  92   0   2   0| 248k 3761k|   0     0 |1510772417
  3   4  91   0   2   0| 269k 4075k|   0     0 |1510772418
  3   4  92   0   2   0| 235k 3559k|   0     0 |1510772419
  3   4  92   0   2   0| 243k 3675k|   0     0 |1510772420
  3   4  91   1   2   0| 252k 3822k|   0    12k|1510772421
  3   4  92   0   2   0| 261k 3954k|   0     0 |1510772422
  2   4  91   0   2   0| 251k 3799k|   0     0 |1510772423
  3   4  92   0   2   0| 252k 3827k|   0     0 |1510772424
  3   3  92   0   2   0| 254k 3852k|   0     0 |1510772425
  3   4  91   0   3   0| 257k 3892k|   0  8192B|1510772426
  3   4  91   1   2   0| 259k 3931k|   0    12k|1510772427
  3   4  90   0   3   0| 263k 3973k|   0     0 |1510772428
  3   4  91   0   2   0| 270k 4088k|   0     0 |1510772429
  3   4  92   0   2   0| 257k 3905k|   0     0 |1510772430
  3   4  92   0   2   0| 265k 4016k|   0     0 |1510772431
  2   3  93   2   2   0| 189k 2843k|   0    16k|1510772432
  3   4  92   0   2   0| 255k 3855k|   0     0 |1510772433
  3   4  91   0   2   0| 238k 3614k|   0     0 |1510772434
  2   3  93   0   1   0| 189k 2842k|   0     0 |1510772435
  3   4  92   0   2   0| 267k 4049k|   0     0 |1510772436
  3   4  89   2   2   0| 256k 3890k|   0    12k|1510772437
  2   3  92   0   2   0| 212k 3209k|   0     0 |1510772438
  3   4  91   0   2   0| 244k 3702k|   0     0 |1510772439
  2   4  92   0   2   0| 239k 3618k|   0     0 |1510772440
  3   3  93   0   2   0| 223k 3367k|   0     0 |1510772441
  3   4  91   0   2   0| 237k 3589k|   0     0 |1510772442
  3   4  91   1   2   0| 252k 3821k|   0    16k|1510772443
  3   4  93   0   2   0| 220k 3321k|   0     0 |1510772444
  3   4  92   0   2   0| 255k 3865k|   0     0 |1510772445
  2   3  93   0   2   0| 208k 3133k|   0     0 |1510772446
  3   4  91   0   2   0| 245k 3717k|   0     0 |1510772447
  3   4  92   1   2   0| 249k 3770k|   0    12k|1510772448
  3   3  93   0   2   0| 239k 3628k|   0     0 |1510772449
  2   3  93   0   1   0| 229k 3457k|   0     0 |1510772450
  3   3  93   0   2   0| 259k 3935k|   0    24k|1510772451
  2   3  92   0   2   0| 246k 3734k|   0     0 |1510772452
  3   4  91   1   2   0| 250k 3791k|   0    20k|1510772453
  3   4  92   0   2   0| 253k 3840k|   0     0 |1510772454
  3   4  91   0   2   0| 240k 3628k|   0     0 |1510772455
  3   3  93   0   2   0| 222k 3352k|   0     0 |1510772456
  3   4  92   0   2   0| 242k 3659k|   0     0 |1510772457
  3   3  91   2   2   0| 219k 3310k|   0    12k|1510772458
  2   3  95   0   1   0| 175k 2631k|   0     0 |1510772459
  3   4  91   0   2   0| 232k 3504k|   0     0 |1510772460
  3   4  90   0   2   0| 246k 3726k|   0    20k|1510772461
  3   4  91   0   2   0| 251k 3807k|   0     0 |1510772462
  3   4  92   0   2   0| 255k 3867k|   0     0 |1510772463
  3   4  92   1   2   0| 254k 3848k|   0    28k|1510772464
  3   4  92   0   2   0| 255k 3871k|   0     0 |1510772465
  3   4  91   0   2   0| 257k 3902k|   0     0 |1510772466
  3   4  91   0   3   0| 258k 3914k|   0     0 |1510772467
  3   4  91   0   2   0| 239k 3618k|   0     0 |1510772468
  2   3  93   1   2   0| 182k 2730k|   0    12k|1510772469
  3   4  92   0   2   0| 242k 3662k|   0     0 |1510772470
  2   3  95   0   2   0| 145k 2153k|   0     0 |1510772471
  2   3  94   0   2   0| 175k 2632k|   0     0 |1510772472
