Throughput,Latency
10524,2.28
9694,2.47
7587,3.14
10161,2.36
10966,2.2
8919,2.42
9884,2.65
10615,2.27
10801,2.22
10212,2.33
9621,2.44
9674,2.52
9434,2.54
10720,2.23
10006,2.41
9415,2.52
9424,2.53
9698,2.47
8956,2.67
8700,2.75
10687,2.24
10247,2.34
8537,2.81
8283,2.91
10982,2.17
10854,2.21
9477,2.52
9424,2.54
8611,2.77
9987,2.4
10189,2.35
10744,2.24
10812,2.21
9917,2.42
9287,2.58
9644,2.47
9849,2.42
10600,2.27
9637,2.47
10476,2.3
10648,2.25
11056,2.17
9960,2.4
9080,2.63
7795,2.57
9084,3.04
10408,2.29
8934,2.7
9170,2.6
9372,2.56
8285,2.87
9871,2.44
10433,2.29
11011,2.18
10519,2.26
9353,2.57
9920,2.41
9653,2.49
9125,2.62
10329,2.3
7513,3.19
7911,3.04
8463,2.81
8239,2.92
9425,2.52
9583,2.5
9668,2.49
8193,2.9
9102,2.63
8460,2.85
8104,2.93
8076,2.98
8935,2.65
9476,2.53
9780,2.45
8633,2.76
9914,2.43
7305,3.26
8870,2.69
8911,2.69
