Throughput,Latency
10265,2.35
10166,2.34
9083,2.63
7449,3.21
9165,2.62
8607,2.78
10009,2.41
9802,2.42
10048,2.4
9436,2.53
9608,2.48
9192,2.62
9314,2.55
7379,3.26
9459,2.53
8976,2.65
9205,2.6
6998,3.4
9303,2.58
8710,2.74
8578,2.78
9460,2.53
9294,2.58
10066,2.37
8810,2.72
9903,2.42
9080,2.62
9391,2.56
8980,2.66
9051,2.62
8850,2.7
10242,2.34
10216,2.36
9296,2.56
10570,2.27
7470,3.19
7700,3.12
9177,2.61
9339,2.55
7418,3.25
9123,2.62
9358,2.55
9655,2.48
10601,2.25
10848,2.22
10199,2.34
9406,2.54
9528,2.51
10048,2.38
9723,2.45
9582,2.49
8836,2.72
9267,2.58
8653,2.76
10759,2.22
9610,2.49
10720,2.24
10250,2.33
9510,2.52
7378,3.25
11195,2.14
10279,2.33
9320,2.58
8401,2.82
9302,2.57
8567,2.8
10018,2.4
11062,2.15
9731,2.46
9381,2.56
10307,2.32
8575,2.45
9197,2.91
10041,2.38
10497,2.28
9813,2.45
9351,2.57
9707,2.45
9959,2.42
8831,2.69
