Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,668.3083333333333,28.71685342879277,2.989791666666667,0.13815111463248514
2,642.8708333333333,21.4008363964082,3.1049166666666665,0.10569155275408927
Total,1311.1791666666666,42.74627370450718,3.0473541666666666,0.13570922334910807
