Throughput,Latency
7610,2.11
7503,2.11
7840,2.03
7745,2.06
7459,2.13
7611,2.09
7497,2.12
8023,2.0
8484,1.87
7642,2.08
8086,1.98
8020,1.99
8059,1.96
7775,2.05
7839,2.03
8116,1.97
8433,1.89
7450,2.14
8044,2.0
8086,1.96
6100,2.63
7504,2.11
8662,1.85
7971,1.99
7929,2.01
7365,2.17
7573,2.1
8264,1.94
8167,1.96
6718,2.37
8249,1.94
7409,2.14
7407,2.14
7487,2.14
7533,2.1
7811,2.04
7888,2.03
8547,1.86
7755,2.05
8029,2.0
7960,1.99
7644,2.1
7858,2.02
8266,1.93
8264,1.95
7836,2.02
6660,2.16
7873,2.26
8016,1.99
8882,1.8
6746,2.1
8264,2.17
8579,1.85
8721,1.83
8378,1.92
8084,1.96
8599,1.87
8515,1.87
8420,1.9
8164,1.94
8143,1.97
7822,2.02
8384,1.91
7447,2.16
7230,2.2
8152,1.96
7130,2.24
8765,1.82
8361,1.91
7558,2.13
7989,1.99
8508,1.88
8235,1.94
8049,1.98
8267,1.95
8494,1.87
8539,1.87
8454,1.89
8027,2.0
6785,2.34
