Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,7917.0875,318.020467208,9.516301375,0.404619208861,3958.475,0.0,3958.6125,0.0,7917.0875,44.05,11.6628806395,5.54587975,0.264369659173,3.92377925,0.148506559696
1,2,8470.6875,604.774308646,9.428746375,0.795335202041,4235.2875,0.0,4235.4,0.0,8470.6875,49.475,9.86872697727,5.69943575,0.470395458644,3.695210375,0.329573444389
1,Total,16387.775,683.670639761,9.472523875,0.44548908897,8193.7625,0.0,8194.0125,0.0,16387.775,46.7625,8.2481202308,5.62265775,0.269063987744,3.8094948125,0.181382277836
2,1,7917.0875,318.020467208,9.516301375,0.404619208861,3958.475,0.0,3958.6125,0.0,7917.0875,44.05,11.6628806395,5.54587975,0.264369659173,3.92377925,0.148506559696
2,2,8581.875,504.614889504,9.28902675,0.690694358006,4290.9125,0.0,4290.9625,0.0,8581.875,48.025,8.81881618968,5.612964375,0.429056234507,3.643805875,0.277363810626
2,Total,16498.9625,599.208728109,9.4026640625,0.39337631739,8249.3875,0.0,8249.575,0.0,16498.9625,46.0375,7.85057242128,5.5794220625,0.247249393058,3.7837925625,0.15511887647
3,1,7552.0125,248.271976923,9.77262475,0.349752964617,3776.0625,0.0,3775.95,0.0,7552.0125,46.2125,10.7969683391,5.640311875,0.254335180482,4.080657125,0.113457250112
3,2,8524.9625,434.781843849,9.328280625,0.560642640203,4262.5375,0.0,4262.425,0.0,8524.9625,48.425,10.1180062578,5.63950225,0.34555418465,3.65776075,0.228598548069
3,Total,16076.975,478.651480593,9.5504526875,0.307370773473,8038.6,0.0,8038.375,0.0,16076.975,47.31875,7.83340936088,5.6399070625,0.206132678615,3.8692089375,0.118443849311
Total,Total,16321.2375,379.486877609,9.47521354167,0.242067004216,8160.58333333,0.0,8160.65416667,0.0,16321.2375,46.70625,5.39933082729,5.613995625,0.15343288946,3.82083210417,0.0937926188658
