Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,4984.1375,227.790362414,22.338682,1.00847360504,0.0,0.0,4984.1375,0.0,4984.1375,0.0969375,0.00384952323203,19.17681125,0.856744934311,3.126103125,0.150470224731
1,2,5202.05,338.522399835,21.629499875,1.37738206149,0.0,0.0,5202.05,0.0,5202.05,0.0983375,0.00526739132706,18.597386875,1.17942558716,3.007303625,0.196595940448
1,Total,10186.1875,396.931046327,21.9840909375,0.806310536773,0.0,0.0,10186.1875,0.0,10186.1875,0.0976375,0.00305329765701,18.8870990625,0.688924822588,3.066703375,0.116673370618
2,1,5011.9125,201.726798189,22.15761525,0.875211193007,0.0,0.0,5011.9125,0.0,5011.9125,0.0978625,0.00413611372049,19.019045375,0.747811135623,3.10265325,0.127068182303
2,2,5024.75,254.231057072,22.275963875,1.06213586897,0.0,0.0,5024.75,0.0,5024.75,0.0974625,0.00518259929408,19.145463875,0.902517951115,3.104006625,0.159044390316
2,Total,10036.6625,318.090423564,22.2167895625,0.669953205345,0.0,0.0,10036.6625,0.0,10036.6625,0.0976625,0.00347028525439,19.082254625,0.571679732178,3.1033299375,0.0982296663324
3,1,4873.1,336.572319988,22.8407405,1.53890948238,0.0,0.0,4873.1,0.0,4873.1,0.0960625,0.0075041655099,19.592030625,1.28074850639,3.1930905,0.194251719807
3,2,5397.55,301.606328208,20.87702475,1.22401128695,0.0,0.0,5397.55,0.0,5397.55,0.0981125,0.00487824867412,17.9512395,1.05386432633,2.90191375,0.173102297043
3,Total,10270.65,426.227790171,21.858882625,0.94452900808,0.0,0.0,10270.65,0.0,10270.65,0.0970875,0.00441500247287,18.7716350625,0.800029183308,3.047502125,0.121653215815
Total,Total,10164.5,229.912360237,22.0199210417,0.489561641397,0.0,0.0,10164.5,0.0,10164.5,0.0974625,0.00220199612167,18.9136629167,0.415319442874,3.0725118125,0.0679111232664
