  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
 28096      0      0       0  28096  28096   2690.11   234.57   2427.26      0
  3434      0      0       0   3434   3434   2541.30   130.19   2393.51      0
  3429      0      0       0   3429   3429   2577.47   209.30   2342.89      0
  3341      0      0       0   3341   3341   2605.50   229.69   2359.36      0
  3403      0      0       0   3403   3403   2493.20   157.92   2316.17      0
  3376      0      0       0   3376   3376   2547.82   167.07   2365.05      0
  3394      0      0       0   3394   3394   2577.81   162.08   2392.93      0
  3432      0      0       0   3432   3432   2490.26   142.07   2331.14      0
  3449      0      0       0   3449   3449   2455.79   114.61   2325.60      0
  3415      0      0       0   3415   3415   2515.19   156.06   2341.41      0
  3294      0      0       0   3294   3294   2607.57   183.24   2407.99      0
  3428      0      0       0   3428   3428   2484.07   104.09   2365.31      0
  3449      0      0       0   3449   3449   2519.02   135.34   2367.96      0
  3426      0      0       0   3426   3426   2543.07   146.69   2380.44      7
  3472      0      0       0   3472   3472   2447.05   151.56   2278.54      0
  3464      0      0       0   3464   3464   2461.18   132.12   2314.42      0
  3410      0      0       0   3410   3410   2436.01   113.95   2307.12      1
  3324      0      0       0   3324   3324   2540.40   156.93   2367.79      0
  3484      0      0       0   3484   3484   2440.81   134.49   2288.08      7
  3466      0      0       0   3466   3466   2469.71   165.70   2286.98      0
  3427      0      0       0   3427   3427   2529.04   162.64   2349.95      0
  3424      0      0       0   3424   3424   2526.95   162.57   2347.17      5
  3527      0      0       0   3527   3527   2473.06   158.78   2297.68      0
  3387      0      0       0   3387   3387   2520.85   152.15   2351.63      2
  3376      0      0       0   3376   3376   2521.92   131.57   2374.34      5
  3453      0      0       0   3453   3453   2509.02   160.78   2330.87      1
  3504      0      0       0   3504   3504   2479.43   158.04   2304.09      0
  3463      0      0       0   3463   3463   2484.09   123.55   2342.94      0
  3402      0      0       0   3402   3402   2561.85   159.55   2386.64      0
  3466      0      0       0   3466   3466   2491.10   158.39   2316.43      0
  3424      0      0       0   3424   3424   2548.77   120.78   2412.67      0
  3416      0      0       0   3416   3416   2486.81   107.14   2363.97      0
  3481      0      0       0   3481   3481   2488.41   151.47   2320.89      0
  3374      0      0       0   3374   3374   2567.49   143.12   2405.09      0
  3445      0      0       0   3445   3445   2507.56   140.19   2351.02      0
  3413      0      0       0   3413   3413   2529.03   144.78   2368.91      0
  3424      0      0       0   3424   3424   2536.17   162.48   2355.60      0
  3433      0      0       0   3433   3433   2516.33   143.88   2354.40      0
  3476      0      0       0   3476   3476   2495.61   160.66   2319.07      0
  3450      0      0       0   3450   3450   2481.19   163.59   2300.10      8
  3408      0      0       0   3408   3408   2508.42   165.02   2326.52      0
  3493      0      0       0   3493   3493   2471.42   165.45   2289.93      0
  3482      0      0       0   3482   3482   2457.84   126.56   2314.91      0
  3291      0      0       0   3291   3291   2657.77   256.33   2384.12      0
  3510      0      0       0   3510   3510   2458.35   124.45   2317.66      0
  3359      0      0       0   3359   3359   2552.05   150.65   2384.87      0
  3398      0      0       0   3398   3398   2563.00   133.42   2413.08      0
  3458      0      0       0   3458   3458   2486.74   114.35   2356.49      0
  3372      0      0       0   3372   3372   2538.27   146.85   2373.61      0
  3465      0      0       0   3465   3465   2482.83   152.02   2314.09      0
  3251      0      0       0   3251   3251   2731.30   198.59   2517.25      0
  3459      0      0       0   3459   3459   2540.28   189.41   2331.77      0
  3489      0      0       0   3489   3489   2472.45   128.29   2326.09      0
  3379      0      0       0   3379   3379   2461.40   153.33   2290.32      1
  3452      0      0       0   3452   3452   2515.92   167.15   2330.36      0
  3466      0      0       0   3466   3466   2502.89   147.54   2337.65      1
  3389      0      0       0   3389   3389   2558.52   142.94   2393.76      0
  3353      0      0       0   3353   3353   2621.67   126.99   2468.76      0
  3440      0      0       0   3440   3440   2538.45   121.86   2398.88      0
  3447      0      0       0   3447   3447   2540.87   136.11   2384.89      0
  3479      0      0       0   3479   3479   2490.29   130.94   2343.63      0
  3425      0      0       0   3425   3425   2548.72   121.75   2394.35      0
  3419      0      0       0   3419   3419   2533.21   168.34   2349.62      0
  3393      0      0       0   3393   3393   2566.88   118.40   2425.43      3
  3509      0      0       0   3509   3509   2457.36   127.09   2315.28      0
  3443      0      0       0   3443   3443   2486.38   123.29   2348.02      2
  3425      0      0       0   3425   3425   2576.05   119.87   2434.30      0
  3492      0      0       0   3492   3492   2455.02   139.89   2300.44      0
  3485      0      0       0   3485   3485   2514.22   146.47   2335.47      0
  3538      0      0       0   3538   3538   2459.32   117.15   2327.61      0
  3532      0      0       0   3532   3532   2435.94   127.61   2292.63      0
  3501      0      0       0   3501   3501   2490.78   127.27   2328.55      0
  3415      0      0       0   3415   3415   2495.15   126.21   2354.35      0
  3491      0      0       0   3491   3491   2491.46   128.59   2347.98      0
  3482      0      0       0   3482   3482   2470.42   132.19   2316.76      0
  3476      0      0       0   3476   3476   2486.01   152.15   2319.90      0
  3520      0      0       0   3520   3520   2415.15   144.38   2255.86      0
  3363      0      0       0   3363   3363   2507.70   172.42   2316.84      0
  3260      0      0       0   3260   3260   2638.39   184.20   2439.09      0
  3470      0      0       0   3470   3470   2425.26   138.00   2271.86      0
  3348      0      0       0   3348   3348   2555.77   130.62   2395.04      0
