Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2115.2,91.3995817513,11.357875,0.495888650604
1,1,2,2340.1375,83.2426290119,10.261125,0.382043120868
1,1,Total,4455.3375,118.496482216,10.8095,0.299399821584
1,2,1,2168.475,109.684815999,11.089625,0.602327644868
1,2,2,2444.8,95.0395520596,9.823125,0.372771330966
1,2,Total,4613.275,150.142124652,10.456375,0.368610094678
1,3,1,2025.55,101.968337106,11.869125,0.600721493948
1,3,2,2171.3,94.0857944052,11.0655,0.481319126221
1,3,Total,4196.85,141.436312098,11.4673125,0.390928741402
1,Total,Total,13265.4625,348.237258847,10.9110625,0.301483468133
2,1,1,2142.7625,82.8816822916,11.2085,0.44740065017
2,1,2,2340.1375,83.2426290119,10.261125,0.382043120868
2,1,Total,4482.9,120.139223035,10.7348125,0.298594220812
2,2,1,2200.3625,90.2740193851,10.9185,0.455803921868
2,2,2,2444.8,95.0395520596,9.823125,0.372771330966
2,2,Total,4645.1625,139.355064562,10.3708125,0.307815335639
2,3,1,2053.7875,92.2892664535,11.6985,0.51361488799
2,3,2,2171.3,94.0857944052,11.0655,0.481319126221
2,3,Total,4225.0875,132.068949556,11.382,0.351948104633
2,Total,Total,13353.15,326.742421682,10.8292083333,0.267714315346
3,1,1,2147.025,66.549301226,11.180125,0.346203619569
3,1,2,2340.1375,83.2426290119,10.261125,0.382043120868
3,1,Total,4487.1625,110.233175616,10.720625,0.268797574535
3,2,1,2218.6875,74.3749640996,10.821625,0.368078980758
3,2,2,2444.8,95.0395520596,9.823125,0.372771330966
3,2,Total,4663.4875,117.654503187,10.322375,0.258388353335
3,3,1,2038.6625,67.2962360469,11.7745,0.400312852338
3,3,2,2171.3,94.0857944052,11.0655,0.481319126221
3,3,Total,4209.9625,117.052562438,11.42,0.318203024117
3,Total,Total,13360.6125,289.205611836,10.821,0.236064426592
Total,Total,Total,13326.4083333,256.500181498,10.8537569444,0.202975911212
