Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,6355.775,301.675992466,8.037543125,0.600990202415,0.0,0.0,6355.775,0.0,6355.775,0.0093,0.0129618720323,1.434246875,0.227721592938,6.551957125,0.46957243714
1,2,7018.9625,247.661388054,7.14546475,0.313854176584,0.0,0.0,7018.9625,0.0,7018.9625,0.0099625,0.0137024840675,1.34397775,0.174221607432,5.76836475,0.306564845475
1,Total,13374.7375,381.803539638,7.5915039375,0.328567188718,0.0,0.0,13374.7375,0.0,13374.7375,0.00963125,0.00915366142071,1.3891123125,0.138766980539,6.1601609375,0.284827326594
2,1,6454.0875,247.863436969,7.90376625,0.524216007749,0.0,0.0,6454.0875,0.0,6454.0875,0.00925,0.0115523026364,1.365815875,0.244973808467,6.480877875,0.407483235672
2,2,7018.9625,247.661388054,7.14546475,0.313854176584,0.0,0.0,7018.9625,0.0,7018.9625,0.0099625,0.0137024840675,1.34397775,0.174221607432,5.76836475,0.306564845475
2,Total,13473.05,351.164821196,7.5246155,0.289048786017,0.0,0.0,13473.05,0.0,13473.05,0.00960625,0.00913772738206,1.3548968125,0.147026920641,6.1246213125,0.246432084053
3,1,6468.625,216.908215729,7.884589375,0.351428824421,0.0,0.0,6468.625,0.0,6468.625,0.0079,0.011744753744,1.428209875,0.209147155326,6.407101,0.275259881486
3,2,7018.9625,247.661388054,7.14546475,0.313854176584,0.0,0.0,7018.9625,0.0,7018.9625,0.0099625,0.0137024840675,1.34397775,0.174221607432,5.76836475,0.306564845475
3,Total,13487.5875,338.638401441,7.5150270625,0.280392095749,0.0,0.0,13487.5875,0.0,13487.5875,0.00893125,0.00865687103631,1.3860938125,0.137611542346,6.087732875,0.248670804647
Total,Total,13445.125,286.654294577,7.5437155,0.208398727695,0.0,0.0,13445.125,0.0,13445.125,0.00938958333333,0.00737726311554,1.37670097917,0.10690121861,6.12417170833,0.195464298379
