GET_AND_MULTIGETS


Operation,Sharded,Workers,Clients,Average Throughput (client),Std Throughtput (client),Average Latency (client),Std Latency (client),Average Throughput (mw),Std Throughput (mw),Average Latency (mw),Std Latency (mw),Average Queue Length (mw),Std Queue Length (mw),Average Queue Time (mw),Std Queue Time (mw),Average Server Time (mw),Std Server Time (mw),Hits/Throughput (mw),,Std Throughput across reps (clients),Std Latency across reps (clients),Std Throughtput across reps (mw),Std Latency across reps (mw)
0:9,true,64,2,3137.69583333,51.0790511073,3.87513194444,0.0692832866314,3161.41666667,60.579816815,2.74410214583,0.055555118311,0.110416666667,0.16968521779,0.0935809583333,0.0105834234781,2.51705058333,0.0463913989374,8.99999999999051,,17.3894559168,0.0253966821441,18.3290084861,0.0132457592801
0:9,false,64,2,3634.31666667,73.0063461781,3.30868055556,0.0720590700176,3667.34583333,72.5530882549,2.22785995833,0.0383924759105,0.133333333333,0.162175782806,0.0819432083333,0.00683570376594,2.02531627083,0.0321026204039,8.999989774629471,,76.7394764094,0.0594585571919,73.7327801224,0.034590041844
0:6,true,64,2,3325.85,51.2823984247,3.63895833333,0.0613101460863,3354.6625,64.4917485918,2.63955739583,0.0517873615533,0.179166666667,0.238335472535,0.097688125,0.0101739985438,2.44105102083,0.042659352102,6.0,,59.1134277787,0.058259521754,60.9910700431,0.0419514141132
0:6,false,64,2,4049.125,77.2024641066,2.97454166667,0.0641456514195,4082.8,80.0329327433,2.0477100625,0.0375438308296,0.147916666667,0.175891840407,0.0792508333333,0.00787381618812,1.878210625,0.0311645612856,5.999993876751249,,120.092759071,0.0802874501542,121.805295451,0.0546951441519
0:3,true,64,2,3553.1,73.315329589,3.40907638889,0.0784386203154,3583.70416667,84.6412798537,2.50959308333,0.0605764678836,0.154166666667,0.21669912123,0.0981731875,0.0112678290639,2.33794083333,0.0515578673109,2.9999999999972093,,3.87651180187,0.00842760050631,7.15135840826,0.00708818831819
0:3,false,64,2,4451.44166667,87.3086700608,2.70872222222,0.0567265754304,4485.0875,86.9675035701,1.89200404167,0.035900923586,0.15625,0.17857017279,0.0727530833333,0.00674497649763,1.756039625,0.0291014160945,2.999997212986369,,140.711148242,0.0785701217608,142.087011744,0.0554547539306
0:1,true,64,2,5087.15833333,86.8071236877,2.37767361111,0.0456601568955,5132.58333333,100.607920098,1.68879947917,0.0338834699767,0.166666666667,0.196667024243,0.0672521875,0.00744104991322,1.59235291667,0.027166495659,1.0,,27.218836347,0.0132927823039,29.9951046353,0.00988076036942
0:1,false,64,2,5019.5625,86.4482088272,2.40645833333,0.0472080623264,5061.97083333,87.7865041217,1.70548110417,0.029619134974,0.16875,0.176888543897,0.066005625,0.00692268141394,1.60968977083,0.0244743190325,1.0,,28.6022617113,0.0138048306994,32.7320569486,0.00998098739486
