GET_AND_MULTIGETS
Percentile info

Operation,Sharded,Average 25 percentile,Std 25 percentile,Average 50 percentile,Std 50 percentile,Average 75 percentile,Std 75 percentile,Average 90 percentile,Std 90 percentile,Average 99 percentile,Std 99 percentile
0:9,true,3.26666666667,0.4472135955,3.53333333333,0.489897948557,3.95,0.553332152137,4.81666666667,0.680181636641,9.61111111111,1.05601297279
0:9,false,2.17222222222,0.298635239943,3.13333333333,0.369419258073,3.58888888889,0.364431691153,5.04444444444,0.820489253055,9.15,0.425993648116
0:6,true,3.05,0.353553390593,3.29444444444,0.374907395973,3.68333333333,0.414799739066,4.61666666667,0.505557351142,9.25555555556,0.845905169363
0:6,false,1.83333333333,0.261218862484,2.9,0.306785995539,3.28888888889,0.300761560609,4.31111111111,0.629555294856,8.68333333333,0.465579967226
0:3,true,2.90555555556,0.311490198547,3.13333333333,0.334312287962,3.48333333333,0.382330316073,4.18333333333,0.540424669616,8.32777777778,1.31274546413
0:3,false,1.56666666667,0.2400980192,2.71111111111,0.263212928542,3.05,0.245548605468,3.82777777778,0.429508002467,8.17777777778,0.591663214572
0:1,true,1.29444444444,0.236325354549,2.52222222222,0.234032565747,2.77777777778,0.241455282806,3.25,0.291547594742,6.72222222222,1.08223926655
0:1,false,1.3,0.237635410314,2.53333333333,0.242535625036,2.81666666667,0.24070973489,3.28333333333,0.272785198839,7.07777777778,0.788562023787
