GET_AND_MULTIGETS
Histograms



"sharded: true, clients"


"sharded: false, middlewares"
0.4,0.0566666666667
0.5,1.635
0.6,5.23333333333
0.7,6.36833333333
0.7999999999999999,6.15833333333
0.8999999999999999,4.9
0.9999999999999999,3.07666666667
1.0999999999999999,1.66333333333
1.2,0.893333333333
1.3,0.575
1.4000000000000001,0.38
1.5000000000000002,0.29
1.6000000000000003,0.24
1.7000000000000004,1.46166666667
1.8000000000000005,4.54833333333
1.9000000000000006,6.48833333333
2.0000000000000004,6.16666666667
2.1000000000000005,6.265
2.2000000000000006,7.44166666667
2.3000000000000007,7.66
2.400000000000001,6.48333333333
2.500000000000001,4.71833333333
2.600000000000001,3.27666666667
2.700000000000001,2.28166666667
2.800000000000001,1.66
2.9000000000000012,1.235
3.0000000000000013,0.955
