Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,5852.4,243.677344251,13.25461075,0.686825095143,0.0,0.0,5852.4,0.0,5852.4,48.175,10.8040955666,7.880433875,0.476485287394,5.3279765,0.225909307052
1,2,6753.25,378.594452539,12.114294875,0.782792984277,0.0,0.0,6753.25,0.0,6753.25,52.125,9.27685973712,7.44069975,0.50828584181,4.637517625,0.287014649457
1,Total,12605.65,478.637890664,12.6844528125,0.572323568704,0.0,0.0,12605.65,0.0,12605.65,50.15,5.69998889628,7.6605668125,0.393670664007,4.9827470625,0.191592384472
2,1,5729.6375,307.09196428,13.590124875,0.86633562558,0.0,0.0,5729.6375,0.0,5729.6375,46.4625,9.81595672001,8.099006875,0.580611874952,5.44400825,0.296231835013
2,2,7111.8375,397.881747071,11.52169975,0.706784776503,0.0,0.0,7111.8375,0.0,7111.8375,50.2875,10.0280540031,7.07695175,0.417955988067,4.41778075,0.305443094821
2,Total,12841.475,504.379452673,12.5559123125,0.561029486283,0.0,0.0,12841.475,0.0,12841.475,48.375,7.32668954896,7.5879793125,0.370795331377,4.9308945,0.207801729337
3,1,5902.25,384.062939858,12.986530875,0.989424343045,0.0,0.0,5902.25,0.0,5902.25,43.1625,9.625182885,7.657478,0.642232720554,5.2824245,0.368840633628
3,2,6961.0375,275.16358512,11.606639125,0.507759997707,0.0,0.0,6961.0375,0.0,6961.0375,51.7125,8.69044834316,7.084995,0.345649534736,4.488091,0.185564657015
3,Total,12863.2875,479.262677209,12.296585,0.599041291844,0.0,0.0,12863.2875,0.0,12863.2875,47.4375,6.57256235797,7.3712365,0.407756797305,4.88525775,0.207818483536
Total,Total,12770.1375,277.004169587,12.5123167083,0.348398053563,0.0,0.0,12770.1375,0.0,12770.1375,48.6541666667,4.00981347182,7.53992754167,0.239119409146,4.9329664375,0.117958650444
