Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1931.175,78.8866796604,16.58775,0.738863264786
1,1,2,2235.8125,132.728054874,14.3615,1.02420219028
1,1,Total,4166.9875,159.256221686,15.474625,0.652447570521
1,2,1,1959.3125,85.7680997247,16.355125,0.74002393692
1,2,2,2294.6875,125.663363215,13.986,0.93859253639
1,2,Total,4254.0,152.485151798,15.1705625,0.591717620897
1,3,1,1906.3125,84.8396243927,16.807875,0.770026620862
1,3,2,2158.825,98.5096249233,14.845875,0.758200223631
1,3,Total,4065.1375,132.745091568,15.826875,0.544553803528
1,Total,Total,12486.125,388.894973782,15.4906875,0.537248138339
2,1,1,1893.8875,95.682358697,16.926875,0.861393621708
2,1,2,2351.525,137.996512064,13.6375,0.83363091733
2,1,Total,4245.4125,165.418433282,15.2821875,0.607332747071
2,2,1,1926.4625,108.424849288,16.653875,0.947184360104
2,2,2,2415.4875,147.224705012,13.299125,1.00399984083
2,2,Total,4341.95,178.310346718,14.9765,0.66379251753
2,3,1,1862.0125,92.3580667836,17.215125,0.853321127245
2,3,2,2269.6875,123.33689519,14.137875,0.979319957478
2,3,Total,4131.7,158.29026374,15.6765,0.644759988707
2,Total,Total,12719.0625,466.598391913,15.3117291667,0.571263401315
3,1,1,1945.9375,126.861166391,16.509625,1.19432777952
3,1,2,2305.4375,92.6818218149,13.891,0.562349501667
3,1,Total,4251.375,163.560647599,15.2003125,0.677560004232
3,2,1,1980.1875,131.750828667,16.22675,1.15152818111
3,2,2,2369.85,94.2302727567,13.517375,0.572004567013
3,2,Total,4350.0375,167.614343647,14.8720625,0.662264380718
3,3,1,1921.6375,128.08365974,16.7185,1.18558013359
3,3,2,2231.0125,89.6796681514,14.358375,0.609221216395
3,3,Total,4152.65,163.124950167,15.5384375,0.690818902128
3,Total,Total,12754.0625,471.168795676,15.2036041667,0.642368345799
Total,Total,Total,12653.0833333,251.860723796,15.3353402778,0.34372681122
