Throughput,Latency
11437,2.78
12307,2.61
11875,2.7
11444,2.77
11642,2.75
11875,2.7
11213,2.85
12110,2.63
11254,2.84
11342,2.83
11444,2.78
11904,2.7
11471,2.79
11248,2.83
11442,2.79
11602,2.76
11706,2.74
11457,2.79
11892,2.7
11645,2.74
11766,2.71
12148,2.65
11949,2.67
11713,2.72
11248,2.84
11585,2.77
11731,2.72
11550,2.77
12245,2.61
12108,2.63
11413,2.81
11864,2.69
11584,2.75
11323,2.82
11105,2.9
11622,2.75
11756,2.72
11953,2.65
12031,2.67
11074,2.88
11954,2.68
11767,2.72
11967,2.67
11595,2.74
11895,2.71
11901,2.69
11969,2.66
11218,2.86
12023,2.65
11702,2.72
11641,2.75
11513,2.78
11830,2.7
11749,2.72
11252,2.85
11957,2.68
11490,2.78
11387,2.81
11277,2.81
11616,2.76
11117,2.89
11611,2.75
11457,2.79
11901,2.69
11766,2.71
11387,2.8
11955,2.67
11880,2.7
11790,2.72
11408,2.8
11297,2.83
11633,2.75
12188,2.62
11287,2.83
11384,2.81
10926,2.91
11669,2.75
11264,2.84
11822,2.71
11939,2.67
