Throughput,Latency
4524,7.04
4524,7.15
4393,7.2
4639,6.98
4515,7.05
4522,7.04
4425,7.2
4462,7.17
4579,7.07
4539,7.01
4378,7.28
4563,7.05
4592,6.99
4434,7.19
4549,7.0
4505,7.07
4623,6.99
4716,6.76
4514,7.05
4521,7.06
4649,6.94
4578,6.98
4547,6.99
4548,7.0
4642,6.97
4545,7.0
4607,6.92
4676,6.88
4487,7.1
4378,7.27
4448,7.27
4605,6.92
4464,7.19
4336,7.35
4353,7.32
4329,7.35
4285,7.54
4432,7.17
4209,7.57
4290,7.54
4284,7.44
4327,7.36
4427,7.28
4298,7.41
4440,7.17
4183,7.62
4276,7.57
4207,7.57
4088,7.79
4020,7.92
4355,7.43
4305,7.4
4242,7.51
4381,7.29
4237,7.62
4389,7.25
4457,7.15
4295,7.41
4429,7.31
4289,7.43
4426,7.2
4261,7.56
4505,7.11
4359,7.31
4255,7.48
4343,7.44
4395,7.27
4284,7.44
4292,7.42
4483,7.11
4440,7.29
4339,7.34
4404,7.22
4437,7.19
4455,7.26
4345,7.33
4398,7.24
4569,7.03
4598,6.98
4283,7.43
