Throughput,Latency
2280,0.43
2489,0.39
2141,0.46
2381,0.41
2398,0.4
2057,0.48
2059,0.47
1905,0.51
2015,0.48
1893,0.51
1861,0.52
2340,0.42
2070,0.47
2160,0.46
2650,0.37
1875,0.52
1968,0.5
1892,0.52
2317,0.41
2070,0.47
2003,0.49
2121,0.46
1976,0.49
2094,0.46
2314,0.42
2155,0.45
2045,0.47
2428,0.4
2150,0.45
2046,0.48
2324,0.42
1928,0.5
1951,0.5
2577,0.38
1987,0.49
2151,0.45
2243,0.43
2358,0.41
1890,0.51
1833,0.53
2014,0.48
1910,0.49
1954,0.49
2397,0.41
2344,0.41
2315,0.41
3001,0.33
1970,0.49
2828,0.35
1770,0.53
1996,0.48
2557,0.38
2187,0.45
2144,0.46
2430,0.4
2600,0.38
2046,0.48
2056,0.48
2209,0.44
2282,0.43
2004,0.48
2253,0.43
2196,0.44
2360,0.41
2031,0.47
2274,0.43
2190,0.44
2268,0.43
2144,0.45
2222,0.43
2128,0.46
2366,0.42
2044,0.47
2430,0.41
2605,0.38
2625,0.37
2167,0.45
2383,0.41
2348,0.42
2179,0.45
