Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,14366.95,457.6655673612744,3.342083333333333,0.1072235831904049
2,5800.120833333333,248.2307225432932,8.287291666666667,0.35392916805091185
3,12560.895833333334,640.2751578866964,3.8288333333333338,0.20523354727256676
Total,32727.966666666667,511.23894033452245,5.152736111111111,2.240213490056417
