Throughput,latency(ms)
16252.6666667,1.97
16461.3333333,1.94166666667
16318.0,1.95333333333
16358.6666667,1.955
16433.6666667,1.94833333333
16185.6666667,1.97166666667
16623.6666667,1.92833333333
16100.6666667,1.98666666667
16361.3333333,1.95166666667
15700.0,2.04166666667
16814.6666667,1.90333333333
16916.3333333,1.89
16349.6666667,1.94833333333
16448.3333333,1.945
15953.6666667,2.01
16462.3333333,1.94166666667
15648.0,2.045
15784.0,2.025
16449.3333333,1.94333333333
15081.6666667,2.16666666667
15332.6666667,2.11166666667
16062.3333333,1.98833333333
16418.6666667,1.94333333333
15227.6666667,2.10833333333
15267.0,2.09333333333
15961.3333333,2.0
16029.0,1.99166666667
15463.3333333,2.06333333333
16390.3333333,1.95166666667
15154.6666667,2.10666666667
16021.0,1.99833333333
15975.3333333,1.995
15594.0,2.055
15397.6666667,2.08333333333
15674.0,2.04
15954.0,2.01
16616.0,1.92833333333
16536.3333333,1.925
15868.0,2.02333333333
16483.3333333,1.94333333333
15593.3333333,2.04166666667
15879.3333333,2.025
16532.0,1.935
16585.6666667,1.92666666667
16133.3333333,1.98666666667
15827.3333333,2.01333333333
15352.0,2.045
15488.0,2.10666666667
15767.6666667,2.03166666667
16203.0,1.97333333333
15383.3333333,2.03833333333
15978.3333333,2.03333333333
16515.0,1.94
16314.0,1.96333333333
16649.3333333,1.92166666667
15986.3333333,2.00166666667
15991.0,2.01333333333
16140.3333333,1.98
16252.3333333,1.97166666667
15018.3333333,2.16333333333
15955.6666667,2.00166666667
16028.6666667,1.99166666667
16346.6666667,1.955
15980.0,2.0
15399.3333333,2.085
15762.0,2.02
15462.0,2.04666666667
15329.0,2.11333333333
16280.0,1.97333333333
15285.3333333,2.095
16204.0,1.97166666667
16503.0,1.93166666667
16038.0,1.995
16115.6666667,1.98166666667
16428.0,1.94666666667
15795.3333333,2.02666666667
16277.3333333,1.965
16008.3333333,1.995
15821.6666667,2.02833333333
15471.3333333,2.07166666667
