Throughput,latency(ms)
19498.6666667,2.46666666667
19578.6666667,2.44833333333
16830.6666667,2.86833333333
17596.6666667,2.75166666667
18875.6666667,2.56333333333
18743.3333333,2.51666666667
19161.0,2.55333333333
18739.6666667,2.56
18103.6666667,2.70166666667
19313.3333333,2.48333333333
19237.3333333,2.485
19210.0,2.46166666667
18631.3333333,2.63
18222.6666667,2.69333333333
19458.6666667,2.46333333333
19115.6666667,2.50333333333
19351.3333333,2.47666666667
18303.0,2.67833333333
19475.3333333,2.46666666667
17947.0,2.68333333333
19049.3333333,2.52
18997.6666667,2.52833333333
18355.6666667,2.63166666667
18143.0,2.69
19827.6666667,2.42666666667
19593.3333333,2.455
19440.3333333,2.46666666667
19507.0,2.495
18360.6666667,2.63333333333
19224.6666667,2.495
18567.6666667,2.59333333333
19741.0,2.44166666667
19707.0,2.44
19718.3333333,2.43
19280.6666667,2.495
17761.6666667,2.705
18927.6666667,2.63333333333
19567.0,2.455
19537.6666667,2.46
18064.3333333,2.64333333333
19604.0,2.505
19634.3333333,2.44166666667
19440.6666667,2.46666666667
19755.6666667,2.43166666667
19495.6666667,2.40333333333
18867.6666667,2.64
20370.6666667,2.36
18737.0,2.51833333333
18011.6666667,2.735
19927.3333333,2.435
18388.6666667,2.55333333333
18891.3333333,2.59333333333
18530.3333333,2.59666666667
18224.0,2.70833333333
19945.0,2.41166666667
19499.3333333,2.46
20206.0,2.37333333333
19432.3333333,2.47333333333
18604.6666667,2.60166666667
19280.6666667,2.51666666667
18406.3333333,2.67
18491.0,2.62666666667
18907.0,2.54666666667
18406.0,2.65
19830.6666667,2.42
18051.6666667,2.65833333333
18946.0,2.535
19243.6666667,2.50166666667
19020.0,2.53666666667
18713.0,2.56833333333
18565.6666667,2.60666666667
18087.6666667,2.61
19387.0,2.535
19337.0,2.48666666667
19487.0,2.46333333333
19194.0,2.515
19223.3333333,2.49666666667
18000.3333333,2.66666666667
18844.6666667,2.59666666667
18131.6666667,2.65833333333
