SETS,GETS,MGETS,INVLD,TOT,HITS,RSP T,Q T,SVR T,Q LEN
0,3689,0,0,3689,3256,5771.63,3642.28,2110.25,12
0,3539,0,0,3539,3163,5941.39,3739.78,2182.28,10
0,3578,0,0,3578,3197,5861.75,3688.47,2154.81,18
0,3787,0,0,3787,3369,5574.61,3505.71,2051.27,18
0,3620,0,0,3620,3177,5773.95,3618.33,2136.20,10
0,3659,0,0,3659,3240,5839.39,3692.46,2125.83,10
0,3752,0,0,3752,3311,5645.78,3558.52,2067.28,10
0,3661,0,0,3661,3204,5746.74,3614.77,2111.44,18
0,3662,0,0,3662,3211,5864.03,3724.70,2120.27,18
0,3768,0,0,3768,3372,5556.21,3479.40,2055.54,18
0,3641,0,0,3641,3251,5700.41,3578.38,2101.57,10
0,3656,0,0,3656,3258,5759.67,3632.65,2105.82,18
0,3672,0,0,3672,3257,5651.87,3535.36,2096.40,10
0,3604,0,0,3604,3184,5863.91,3695.92,2147.08,18
0,3642,0,0,3642,3195,5884.63,3730.40,2134.63,18
0,3662,0,0,3662,3224,5728.79,3595.72,2112.77,10
0,3716,0,0,3716,3256,5696.08,3591.00,2085.03,18
0,3656,0,0,3656,3234,5757.64,3624.94,2113.24,10
0,3647,0,0,3647,3268,5775.68,3642.14,2112.68,18
0,3620,0,0,3620,3265,5844.05,3681.49,2142.10,18
0,3637,0,0,3637,3318,5910.09,3754.90,2136.84,18
0,3704,0,0,3704,3369,5737.50,3622.29,2096.94,18
0,3689,0,0,3689,3374,5726.82,3604.14,2102.98,10
0,3627,0,0,3627,3273,5861.03,3704.17,2134.95,10
0,3608,0,0,3608,3260,5847.60,3683.09,2142.49,10
0,3702,0,0,3702,3366,5615.76,3513.23,2082.36,18
0,3691,0,0,3691,3426,5555.91,3466.67,2067.74,10
0,3637,0,0,3637,3332,5691.42,3561.02,2109.16,10
0,3740,0,0,3740,3374,5597.27,3508.31,2068.45,18
0,3690,0,0,3690,3274,5770.20,3639.81,2111.31,10
0,3742,0,0,3742,3355,5707.24,3613.21,2072.09,10
0,3667,0,0,3667,3322,5711.95,3579.19,2112.03,10
0,3642,0,0,3642,3332,5710.00,3575.73,2114.31,2
0,3672,0,0,3672,3346,5794.33,3662.31,2112.62,18
0,3644,0,0,3644,3237,5801.93,3657.20,2123.18,18
0,3750,0,0,3750,3295,5679.87,3589.05,2071.23,18
0,3777,0,0,3777,3345,5580.06,3510.80,2052.24,17
0,3816,0,0,3816,3393,5495.39,3448.17,2027.18,18
0,3741,0,0,3741,3288,5646.11,3554.02,2071.71,10
0,3751,0,0,3751,3300,5629.23,3540.61,2069.83,10
0,3752,0,0,3752,3322,5562.28,3483.86,2059.04,18
0,3972,0,0,3972,3571,5187.13,3221.54,1943.66,10
0,3796,0,0,3796,3383,5287.93,3256.57,2010.91,10
0,3831,0,0,3831,3390,5318.51,3298.43,1999.75,10
0,3680,0,0,3680,3292,5775.27,3643.37,2110.74,10
0,3621,0,0,3621,3227,5821.89,3669.26,2131.80,10
0,3624,0,0,3624,3250,5788.66,3645.75,2119.18,18
0,3690,0,0,3690,3262,5678.98,3563.46,2094.48,10
0,3720,0,0,3720,3279,5571.59,3482.09,2069.56,11
0,3674,0,0,3674,3255,5823.50,3676.59,2128.32,10
0,3672,0,0,3672,3261,5758.79,3639.38,2094.92,12
0,3754,0,0,3754,3350,5525.21,3450.38,2053.04,18
0,3719,0,0,3719,3359,5542.28,3451.33,2069.88,10
0,3668,0,0,3668,3269,5770.36,3640.72,2108.40,10
0,3660,0,0,3660,3259,5800.57,3661.18,2114.13,10
0,3685,0,0,3685,3295,5669.74,3553.93,2089.54,18
0,3736,0,0,3736,3327,5628.52,3526.44,2081.25,13
0,3653,0,0,3653,3255,5688.97,3553.39,2117.29,10
0,3729,0,0,3729,3340,5477.55,3385.34,2065.81,18
0,3714,0,0,3714,3288,5613.82,3508.30,2077.87,10
0,3613,0,0,3613,3192,5791.46,3625.94,2137.98,15
0,3588,0,0,3588,3208,5902.16,3718.08,2159.86,10
0,3569,0,0,3569,3176,5783.06,3604.91,2158.48,18
0,3662,0,0,3662,3269,5852.04,3702.20,2129.69,15
0,3521,0,0,3521,3123,6041.89,3806.12,2214.17,10
0,3606,0,0,3606,3213,5830.93,3653.67,2155.58,18
0,3708,0,0,3708,3338,5764.06,3642.63,2096.37,18
0,3613,0,0,3613,3205,5784.26,3625.44,2135.56,18
0,3514,0,0,3514,3137,6033.45,3796.55,2201.21,0
0,3650,0,0,3650,3271,5806.47,3658.91,2127.79,10
0,3669,0,0,3669,3271,5757.11,3626.54,2109.63,10
0,3714,0,0,3714,3317,5722.95,3613.99,2077.60,18
0,3762,0,0,3762,3327,5584.40,3514.31,2047.81,10
0,3720,0,0,3720,3327,5585.40,3488.17,2074.47,18
0,3836,0,0,3836,3422,5547.49,3498.92,2026.76,18
0,3813,0,0,3813,3398,5575.34,3513.42,2040.89,17
0,3930,0,0,3930,3502,5390.35,3408.26,1957.50,10
0,3966,0,0,3966,3512,5346.20,3375.15,1943.34,10
0,4097,0,0,4097,3624,5248.27,3328.02,1896.97,10
0,3803,0,0,3803,3370,5544.02,3491.99,2029.00,10
