Throughput,Latency
5384,0.74
4929,0.81
5230,0.76
5209,0.76
4974,0.8
5140,0.77
5599,0.71
5302,0.75
5524,0.71
5666,0.7
5562,0.71
5677,0.7
5382,0.73
5474,0.73
5545,0.71
5320,0.75
5626,0.7
5360,0.74
5401,0.73
5187,0.76
5353,0.74
5421,0.74
5138,0.77
5332,0.74
5285,0.75
5491,0.72
5656,0.7
5478,0.72
5275,0.75
5402,0.74
5273,0.75
5134,0.77
5318,0.74
5050,0.79
5011,0.79
5243,0.76
5347,0.74
5241,0.76
5198,0.76
5503,0.72
5562,0.71
5512,0.72
5623,0.7
5503,0.72
5340,0.74
5356,0.74
4810,0.82
5440,0.73
5113,0.77
5508,0.72
5404,0.73
5162,0.77
5072,0.78
5083,0.78
5168,0.76
5218,0.76
5144,0.78
5271,0.75
5206,0.76
5427,0.73
5514,0.72
5253,0.75
5366,0.74
5330,0.74
5224,0.76
5229,0.77
5229,0.76
5121,0.78
5321,0.75
5225,0.76
5214,0.76
5372,0.74
5301,0.74
5463,0.73
5454,0.72
5570,0.71
5535,0.72
5266,0.75
5257,0.75
5076,0.78
