Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,2294.5625,115.107197561,13.972,0.722830932488
1,1,2,2534.7625,139.491503643,12.662875,0.873456966762
1,1,Total,4829.325,155.96898223,13.3174375,0.494900574179
1,2,1,2337.3,117.577057953,13.71825,0.701592717873
1,2,2,2606.975,128.272452818,12.29125,0.64699182199
1,2,Total,4944.275,156.11696159,13.00475,0.402323080073
1,3,1,2251.05,116.298927365,14.24325,0.748875570608
1,3,2,2436.6625,125.274881937,13.165625,0.83976615755
1,3,Total,4687.7125,150.089019471,13.7044375,0.504879979315
1,Total,Total,14461.3125,409.463143231,13.3422083333,0.404127158885
2,1,1,2227.3625,113.274422437,14.394375,0.746964903095
2,1,2,2585.975,100.516888813,12.385875,0.522628928433
2,1,Total,4813.3375,148.086781242,13.390125,0.449867051387
2,2,1,2264.675,126.230227177,14.164875,0.78293507135
2,2,2,2665.275,101.959408031,12.01775,0.494334932325
2,2,Total,4929.95,153.945979347,13.0913125,0.445834975252
2,3,1,2170.7,110.566367034,14.770375,0.772932020444
2,3,2,2487.85,102.417499988,12.877,0.574697278596
2,3,Total,4658.55,150.551215055,13.8236875,0.480540797508
2,Total,Total,14401.8375,421.686050467,13.4350416667,0.433109807247
3,1,1,2202.925,116.484015854,14.555375,0.752837575149
3,1,2,2639.5875,112.978175752,12.13875,0.580548354924
3,1,Total,4842.5125,160.59344011,13.3470625,0.469429827698
3,2,1,2240.7,108.16272317,14.305625,0.689503295354
3,2,2,2718.85,115.918795234,11.785625,0.555963854007
3,2,Total,4959.55,154.664021329,13.045625,0.427768255461
3,3,1,2158.5875,103.935312617,14.848875,0.714412201956
3,3,2,2543.925,106.112523867,12.5945,0.583836937526
3,3,Total,4702.5125,146.142551679,13.7216875,0.450873936007
3,Total,Total,14504.575,411.095934937,13.3714583333,0.398885611438
Total,Total,Total,14455.9083333,246.788218283,13.3829027778,0.243057228847
