Throughput,Latency
3640,4.39
3603,4.44
3529,4.52
3631,4.4
3551,4.5
3641,4.4
3552,4.5
3642,4.38
3649,4.39
3597,4.43
3567,4.49
3601,4.43
3637,4.41
3648,4.38
3693,4.32
3613,4.42
3665,4.36
3639,4.39
3578,4.48
3497,4.56
3569,4.48
3568,4.49
3645,4.38
3578,4.46
3537,4.53
3467,4.61
3380,4.73
3436,4.65
3438,4.65
3406,4.69
3457,4.64
3462,4.61
3574,4.47
3591,4.45
3515,4.55
3588,4.46
3502,4.56
3517,4.54
3568,4.47
3616,4.43
3597,4.44
3571,4.48
3596,4.44
3587,4.45
3611,4.43
3637,4.4
3421,4.67
3590,4.44
3610,4.44
3654,4.36
3636,4.4
3574,4.47
3639,4.4
3617,4.42
3547,4.5
3579,4.47
3617,4.41
3630,4.4
3643,4.39
3584,4.45
3594,4.45
3533,4.53
3607,4.43
3698,4.33
3431,4.64
3384,4.73
3361,4.76
3389,4.71
3424,4.66
3437,4.65
3335,4.8
3374,4.74
3411,4.68
3296,4.86
3382,4.73
3465,4.6
3506,4.56
3508,4.55
3451,4.64
3517,4.53
