Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,3150.1125,188.985833891,2.842867375,0.157709303096,0.0,0.0,3150.1125,0.0,3150.1125,0.925,1.88111870836,0.184998,0.0463999074475,2.622059,0.118985622369
1,2,3739.5625,132.612774434,2.403357625,0.090740673716,0.0,0.0,3739.5625,0.0,3739.5625,0.2375,0.815106578416,0.072641875,0.0134930949142,2.309041375,0.0836217979538
1,Total,6889.675,244.704770455,2.6231125,0.0994797537095,0.0,0.0,6889.675,0.0,6889.675,0.58125,0.991877614694,0.1288199375,0.0232996460897,2.4655501875,0.0825508824541
2,1,3137.625,164.809085945,2.84685925,0.142530996325,0.0,0.0,3137.625,0.0,3137.625,0.575,1.3098941884,0.1897335,0.0449702975983,2.621928625,0.105074982097
2,2,3739.5625,132.612774434,2.403357625,0.090740673716,0.0,0.0,3739.5625,0.0,3739.5625,0.2375,0.815106578416,0.072641875,0.0134930949142,2.309041375,0.0836217979538
2,Total,6877.1875,186.931592019,2.6251084375,0.0774518753505,0.0,0.0,6877.1875,0.0,6877.1875,0.40625,0.729547067742,0.1311876875,0.0246017297548,2.465485,0.0587280584828
3,1,3152.6875,160.818129351,2.848217375,0.13941291141,0.0,0.0,3152.6875,0.0,3152.6875,0.5125,1.16915797895,0.187104375,0.0522558264656,2.625398625,0.0950552998908
3,2,3523.9625,196.982646781,2.569175,0.167656160072,0.0,0.0,3523.9625,0.0,3523.9625,0.35,0.994923825085,0.107231625,0.0339739579136,2.437553875,0.144513508383
3,Total,6676.65,286.9835306,2.7086961875,0.127306527489,0.0,0.0,6676.65,0.0,6676.65,0.43125,0.770269351213,0.147168,0.0355366089059,2.53147625,0.101965717792
Total,Total,6814.50416667,145.840731518,2.65230570833,0.0608633607354,0.0,0.0,6814.50416667,0.0,6814.50416667,0.472916666667,0.499256655597,0.135725208333,0.0159045261636,2.4875038125,0.0495344501184
