Throughput,Latency
3107,15.62
3059,15.62
3059,15.62
3059,15.63
3107,15.62
3059,15.63
3059,15.62
3059,15.67
3059,15.62
3107,15.61
3059,15.62
3059,15.62
3059,15.62
3085,15.74
3059,15.61
3059,15.62
3059,15.62
3107,15.63
3059,15.62
3059,15.62
3059,15.64
3107,15.62
3059,15.62
3059,15.64
3059,15.61
3107,15.62
3059,15.62
3059,15.62
3105,15.62
3061,15.62
3059,15.62
3059,15.63
3107,15.62
3059,15.62
3059,15.62
3059,15.62
3107,15.62
3059,15.62
3059,15.62
3059,15.62
3107,15.62
3059,15.62
3059,15.62
3074,15.56
3107,15.61
3059,15.62
3059,15.62
3059,15.62
3107,15.62
3059,15.62
3059,15.62
3059,15.62
3071,15.81
3059,15.63
3059,15.61
3059,15.62
3107,15.63
3059,15.62
3059,15.62
3059,15.62
3107,15.62
3059,15.62
3059,15.62
3047,15.68
3155,15.39
3059,15.62
3059,15.64
3065,15.61
3101,15.62
3059,15.62
3059,15.62
3107,15.62
3069,15.57
3059,15.62
3038,15.73
3107,15.62
3059,15.63
3059,15.62
3059,15.64
3107,15.61
