Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,14039.145833333334,444.1729934380534,4.560708333333334,0.14576274043562246
2,6885.125,172.9878251695875,9.298041666666668,0.22651239340356505
3,13187.204166666666,369.76110684223386,4.854208333333334,0.13579226047746168
Total,34111.475,497.5350194777193,6.237652777777777,2.1758049789103264
