Throughput,Latency
7544,5.28
7824,5.14
7760,5.14
7723,5.18
8076,4.96
7956,5.02
7899,5.05
8075,4.95
7858,5.09
8000,5.0
7710,5.19
8140,4.91
8170,4.9
7727,5.17
8140,4.91
7801,5.12
8060,4.96
7745,5.16
8011,4.99
7756,5.14
8147,4.92
8065,4.96
8206,4.87
7803,5.13
7941,5.03
8101,4.94
7801,5.12
7887,5.06
8033,4.96
7957,5.05
8098,4.94
7919,5.04
7655,5.22
7822,5.11
7968,5.02
7946,5.03
7881,5.07
7926,5.05
7829,5.1
7920,5.05
8014,4.93
8015,5.04
7983,5.01
7984,5.0
8133,4.91
7916,5.05
7972,5.02
7647,5.23
7950,5.02
7922,5.05
7821,5.11
8048,4.98
7904,5.06
8112,4.92
8072,4.94
7849,5.11
7858,5.09
7642,5.22
7950,5.03
7614,5.25
7885,5.07
7134,5.58
7744,5.18
7929,5.04
7764,5.15
6812,5.85
7874,5.09
7697,5.2
7403,5.32
8057,5.02
8032,4.99
7715,5.13
8034,5.01
7927,5.04
7996,5.01
8030,4.97
7934,5.04
7972,5.02
7753,5.15
7863,5.08
