Throughput,Latency
5427,3.68
5130,3.9
5526,3.61
5474,3.65
5502,3.63
5442,3.67
5269,3.79
5585,3.57
5278,3.79
5168,3.86
5403,3.7
5474,3.65
5366,3.72
5581,3.58
5422,3.68
5437,3.68
4958,4.02
5517,3.62
5621,3.55
5395,3.68
5358,3.75
5351,3.73
5527,3.61
5466,3.64
5213,3.85
5618,3.56
5568,3.59
5443,3.67
5604,3.56
5670,3.52
5359,3.73
5471,3.65
5571,3.58
5346,3.74
5498,3.63
5544,3.6
5210,3.83
5179,3.86
5498,3.63
5340,3.75
5137,3.89
4964,4.02
5236,3.81
5537,3.61
5474,3.64
5374,3.72
5400,3.71
5305,3.77
5402,3.69
5353,3.73
5331,3.75
5281,3.77
5091,3.93
5419,3.69
5266,3.79
5054,3.95
5610,3.56
5240,3.82
5497,3.63
5340,3.74
5318,3.76
5441,3.67
5526,3.62
5402,3.69
5441,3.67
5293,3.78
5282,3.78
5355,3.73
5465,3.66
5395,3.7
5411,3.69
5420,3.68
5466,3.66
5570,3.59
5119,3.9
5533,3.61
5347,3.74
5455,3.66
5346,3.73
5408,3.7
