Throughput,Latency
10650,2.99
10032,3.18
9777,3.26
9926,3.19
10009,3.18
9759,3.29
10586,2.99
10529,3.05
11339,2.81
11157,2.87
11184,2.84
10894,2.95
9663,3.28
10629,3.02
10953,2.91
9852,3.23
10976,2.92
10591,3.0
9959,3.21
9809,3.26
10176,3.11
10182,3.14
11096,2.89
10933,2.93
11021,2.9
11934,2.66
12087,2.66
11767,2.71
11321,2.82
10009,3.17
10608,3.02
11163,2.86
9935,3.22
10152,3.14
10793,2.96
10236,3.12
12122,2.63
11088,2.89
7439,4.27
9796,3.26
11664,2.76
9822,3.23
11332,2.83
10009,3.19
9880,3.22
11050,2.88
10842,2.94
9351,3.42
11680,2.73
9964,3.2
9472,3.38
12199,2.63
10586,3.01
9795,3.26
7951,3.79
10458,3.21
9620,3.29
10917,2.93
10482,3.04
11733,2.72
10135,3.14
11259,2.84
11075,2.9
11029,2.88
11628,2.75
10384,3.09
11474,2.77
11916,2.7
10452,3.03
9957,3.2
10177,3.15
9932,3.2
10115,3.15
7182,4.48
11129,2.85
10271,3.11
9849,3.25
10253,3.1
11745,2.73
10315,3.09
