[7l----total-cpu-usage---- -net/total- -dsk/total- --epoch---
usr sys idl wai hiq siq| recv  send| read  writ|  epoch   
  3   3  90   2   1   0|   0     0 | 113k   34M|1510572257
  6   9  79   0   5   0|6769k  567k|   0     0 |1510572258
  6  10  79   0   5   0|7034k  577k|   0     0 |1510572259
  8  11  74   0   6   0|8109k  660k|   0     0 |1510572260
  9  13  71   1   7   0|7570k  628k|   0    32k|1510572261
  7  11  77   0   6   0|7412k  620k|   0     0 |1510572262
  7  10  78   0   5   0|7857k  652k|   0     0 |1510572263
  7  11  77   0   5   0|7549k  634k|   0    12k|1510572264
  7  11  77   0   6   0|7599k  640k|   0     0 |1510572265
  7  11  77   0   6   0|7696k  644k|   0     0 |1510572266
  7  11  77   1   5   0|7521k  625k|   0    28k|1510572267
  7  10  78   0   6   0|7623k  637k|   0     0 |1510572268
  7  11  78   0   6   0|7781k  655k|   0     0 |1510572269
  7  11  77   0   5   0|7720k  648k|   0     0 |1510572270
  7  11  77   0   6   0|7790k  646k|   0     0 |1510572271
  7  10  78   0   5   0|7314k  599k|   0     0 |1510572272
  7  11  77   1   5   0|7563k  614k|   0    12k|1510572273
  7  10  78   0   5   0|7582k  618k|   0     0 |1510572274
  7  11  78   0   5   0|7648k  624k|   0     0 |1510572275
  7  10  78   0   6   0|7190k  588k|   0     0 |1510572276
  6  10  78   0   5   0|7437k  609k|   0     0 |1510572277
  7  11  76   1   6   0|7648k  630k|   0    12k|1510572278
  7  11  77   0   6   0|7634k  629k|   0     0 |1510572279
  8  10  78   0   5   0|7301k  610k|   0     0 |1510572280
  7  11  77   0   6   0|7757k  648k|   0     0 |1510572281
  7  11  77   0   6   0|7637k  638k|   0     0 |1510572282
  7  10  77   2   6   0|7367k  614k|   0    12k|1510572283
  7  10  78   0   6   0|7558k  632k|   0    40k|1510572284
  6  11  78   0   6   0|7146k  595k|   0     0 |1510572285
  6  10  80   0   5   0|7102k  591k|   0     0 |1510572286
  7  10  79   0   5   0|7123k  594k|   0     0 |1510572287
  7  10  78   0   5   0|7225k  598k|   0     0 |1510572288
  7  11  76   2   6   0|7412k  616k|   0    12k|1510572289
  7  10  79   0   5   0|7161k  595k|   0    20k|1510572290
  7  11  78   0   5   0|7507k  623k|   0     0 |1510572291
  7  10  77   0   6   0|7545k  628k|   0     0 |1510572292
  7  10  78   0   6   0|7474k  622k|   0     0 |1510572293
  8  12  75   0   6   0|7923k  660k|   0     0 |1510572294
  8  11  58  18   6   0|7971k  662k|   0    20k|1510572295
  8  11  77   0   6   0|7894k  656k|   0     0 |1510572296
  7  11  78   0   5   0|7669k  638k|   0     0 |1510572297
  7  11  77   0   6   0|7879k  653k|   0     0 |1510572298
  7  11  78   0   5   0|7612k  636k|   0     0 |1510572299
  7  10  75   1   6   0|7840k  650k|   0    12k|1510572300
  7  11  78   0   6   0|7583k  631k|   0     0 |1510572301
  7  10  79   0   5   0|7129k  595k|   0     0 |1510572302
  7  10  78   0   5   0|7302k  606k|   0     0 |1510572303
  7  10  76   0   6   0|7657k  638k|   0     0 |1510572304
  7  11  75   2   6   0|7739k  644k|   0    12k|1510572305
  7  11  78   0   6   0|7484k  625k|   0     0 |1510572306
  7  10  78   0   6   0|7467k  621k|   0     0 |1510572307
  7  11  76   0   6   0|7821k  652k|   0     0 |1510572308
  7  11  77   0   6   0|7614k  633k|   0     0 |1510572309
  7  10  78   0   5   0|7510k  623k|   0     0 |1510572310
  7  10  76   2   6   0|7713k  640k|   0    12k|1510572311
  7  10  78   0   5   0|7496k  623k|   0     0 |1510572312
  6  10  79   0   5   0|7521k  621k|   0     0 |1510572313
  7  10  78   0   5   0|7607k  630k|   0     0 |1510572314
  7  11  76   0   6   0|7715k  641k|   0     0 |1510572315
  7  11  76   1   5   0|7859k  651k|   0    12k|1510572316
  7  10  78   0   5   0|7715k  637k|   0     0 |1510572317
  7  10  78   0   6   0|7540k  625k|   0     0 |1510572318
  7  10  78   0   5   0|7548k  628k|   0     0 |1510572319
  8  11  75   0   7   0|7615k  632k|   0    16k|1510572320
 13  16  58   1  13   0|7305k  601k|   0    20k|1510572321
  9  13  72   0   7   0|7673k  636k|   0     0 |1510572322
  7  11  77   0   6   0|7866k  650k|   0     0 |1510572323
  8  11  76   0   6   0|7901k  656k|   0     0 |1510572324
  7  11  77   0   6   0|7797k  649k|   0  8192B|1510572325
  8  12  75   0   6   0|8033k  667k|   0     0 |1510572326
  7  11  75   1   6   0|7765k  648k|   0    20k|1510572327
  8  11  77   0   6   0|7739k  645k|   0     0 |1510572328
  7  11  76   0   6   0|7518k  624k|   0     0 |1510572329
  7  11  77   0   6   0|7508k  626k|   0  8192B|1510572330
  7  11  77   0   6   0|7776k  645k|   0     0 |1510572331
  8  11  75   2   6   0|8042k  668k|   0    12k|1510572332
  7  11  78   0   6   0|7671k  637k|   0     0 |1510572333
  8  11  77   0   6   0|7886k  656k|   0     0 |1510572334
