Throughput,Latency
13149,3.64
13285,3.62
13310,3.61
12806,3.75
12906,3.71
13230,3.63
12552,3.79
12643,3.81
12694,3.76
12236,3.92
12961,3.71
12825,3.75
13170,3.65
13095,3.65
12887,3.73
13695,3.5
13227,3.64
12883,3.72
13106,3.66
12282,3.88
13100,3.66
13200,3.65
13280,3.61
13229,3.63
13269,3.6
12855,3.74
13384,3.59
13428,3.56
13077,3.66
13256,3.61
12982,3.71
13324,3.6
12986,3.69
12739,3.77
13192,3.62
12904,3.72
12635,3.81
12903,3.71
13190,3.64
13074,3.65
12684,3.78
12821,3.74
13192,3.65
13106,3.66
12777,3.74
12606,3.81
12768,3.77
12621,3.78
12410,3.87
12966,3.7
12892,3.73
12975,3.7
12934,3.69
13656,3.52
13045,3.67
12472,3.86
12938,3.68
13198,3.66
12413,3.84
13143,3.67
12526,3.82
13502,3.54
13074,3.69
12719,3.76
13019,3.68
13422,3.58
12542,3.84
13135,3.64
12679,3.78
12325,3.88
13256,3.62
13186,3.66
13205,3.61
13022,3.7
12816,3.73
13129,3.67
12784,3.73
13090,3.69
13234,3.61
12641,3.79
