Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,1880.5375,60.7801482727,8.508,0.276155340618
1,1,2,2404.125,113.207368258,6.664375,0.338110324853
1,1,Total,4284.6625,105.915531636,7.5861875,0.173947547292
1,2,1,1963.65,68.7739095363,8.150625,0.290256733805
1,2,2,2537.7125,115.353632805,6.312,0.295790723145
1,2,Total,4501.3625,117.820958759,7.2313125,0.175841095825
1,3,1,1768.2875,67.4854309172,9.05225,0.359204377493
1,3,2,2179.425,98.5708991128,7.348,0.33921875993
1,3,Total,3947.7125,106.931445417,8.200125,0.222484496686
1,Total,Total,12733.7375,282.307747677,7.67254166667,0.157074828531
2,1,1,1907.675,69.5413136473,8.390375,0.321316294938
2,1,2,2395.125,91.1699449422,6.68275,0.269396771052
2,1,Total,4302.8,119.947499064,7.5365625,0.222905999587
2,2,1,1974.5125,78.8724324543,8.109875,0.331557482081
2,2,2,2523.875,98.7648242358,6.34375,0.274444778979
2,2,Total,4498.3875,138.351917248,7.2268125,0.23658333259
2,3,1,1795.675,69.342075378,8.91375,0.358044530856
2,3,2,2188.75,87.1844400239,7.315,0.312458604853
2,3,Total,3984.425,120.967908183,8.114375,0.258557800261
2,Total,Total,12785.6125,343.690119986,7.62591666667,0.220224105904
3,1,1,1902.25,71.2324595331,8.41475,0.328471623729
3,1,2,2368.8375,113.906517717,6.76375,0.360661751138
3,1,Total,4271.0875,145.3567583,7.58925,0.264841844374
3,2,1,1958.975,77.3890344831,8.174125,0.330594760348
3,2,2,2511.925,118.023359091,6.3755,0.315453862301
3,2,Total,4470.9,150.205226695,7.2748125,0.247719272194
3,3,1,1780.4875,69.3636525672,8.99025,0.344434870109
3,3,2,2171.2875,94.5829210571,7.37675,0.35707594129
3,3,Total,3951.775,117.030016165,8.1835,0.242182063536
3,Total,Total,12693.7625,330.991959203,7.68252083333,0.208188218447
Total,Total,Total,12737.7041667,192.554009036,7.66032638889,0.113657691088
