Repetition,Client,Subclient,Average Throughput,Std Throughput,Average Latency,Std Latency
1,1,1,876.5875,74.1238603772,36.77125,3.50820245905
1,1,2,1139.4,24.5710542888,28.082,0.603459226439
1,1,Total,2015.9875,84.1604094888,32.426625,1.8485301679
1,2,1,882.7625,73.1587910133,36.508375,3.43002913364
1,2,2,1149.1,26.1100882584,27.845125,0.639218260203
1,2,Total,2031.8625,84.1396885159,32.17675,1.81013323868
1,3,1,868.8125,73.0635398433,37.102625,3.56983449737
1,3,2,1129.9375,25.9446068882,28.314875,0.656203105618
1,3,Total,1998.75,84.1813142621,32.70875,1.89043704343
1,Total,Total,6046.6,247.916666277,32.437375,1.8300662638
2,1,1,895.05,45.4493458476,35.82275,1.88834397679
2,1,2,1140.1,37.5319610634,28.077625,0.928386709788
2,1,Total,2035.15,66.7415381258,31.9501875,1.15174892981
2,2,1,902.1875,48.0838123107,35.55075,2.08280529848
2,2,2,1149.4,39.3445024548,27.85475,0.985356036663
2,2,Total,2051.5875,71.9503509813,31.70275,1.30350256005
2,3,1,886.2,47.9848077224,36.1915,2.08181280546
2,3,2,1131.475,39.9512281778,28.293875,1.01989636325
2,3,Total,2017.675,68.92497756,32.2426875,1.24893497509
2,Total,Total,6104.4125,197.886855139,31.9652083333,1.17961453974
3,1,1,872.175,66.6334722212,36.91075,3.17365730604
3,1,2,1137.45,25.206940977,28.12775,0.619889690064
3,1,Total,2009.625,74.7457081449,32.51925,1.65230086987
3,2,1,878.475,65.0057397661,36.624625,3.0734868434
3,2,2,1147.6625,24.8060546662,27.8805,0.591932899037
3,2,Total,2026.1375,72.3808044611,32.2525625,1.59686698671
3,3,1,863.8375,64.5179680105,37.243,3.10822322969
3,3,2,1127.9375,25.5240486005,28.364625,0.636131392665
3,3,Total,1991.775,68.3409129274,32.8038125,1.56868207276
3,Total,Total,6027.5375,197.723816058,32.5252083333,1.48477068214
Total,Total,Total,6059.51666667,125.470679525,32.3092638889,0.867780054847
