Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,1705.85,88.3263654604,2.34345375,0.0963100224732,0.0,1705.85,0.0,0.0,15352.65,0.1125,0.317974204829,0.10646575,0.0241514934295,2.109208,0.0765811821318
1,2,2036.675,69.9036905275,2.049156,0.0677923485209,0.0,2036.675,0.0,0.0,18330.075,0.1875,0.479814046259,0.057441,0.00844836956782,1.8856785,0.0596725856761
1,Total,3742.525,102.3158395,2.196304875,0.0530739968154,0.0,3742.525,0.0,0.0,33682.725,0.15,0.280144628109,0.081953375,0.0135637896989,1.99744325,0.0446401080024
2,1,1729.8375,76.5000941093,2.3108065,0.0886863491858,0.0,1729.8375,0.0,0.0,15568.5375,0.1625,0.434107552444,0.107795875,0.0235089047332,2.073703,0.0678186063936
2,2,1934.525,104.866518531,2.13405725,0.110090571803,0.0,1934.525,0.0,0.0,17410.725,0.0875,0.325838742442,0.0606645,0.00790853807163,1.960182375,0.101454229953
2,Total,3664.3625,126.854470965,2.222431875,0.0674800843211,0.0,3664.3625,0.0,0.0,32979.2625,0.125,0.257790023474,0.0842301875,0.0126489818834,2.0169426875,0.0587616796521
3,1,1751.7625,94.3476259655,2.2943915,0.104102669576,0.0,1751.7625,0.0,0.0,15765.8625,0.1375,0.413192265297,0.099533125,0.0215119228992,2.07045675,0.0814182397034
3,2,1843.3875,82.5879651866,2.23529475,0.111056359793,0.0,1843.3875,0.0,0.0,16590.375,0.1125,0.389538838024,0.059759,0.00776853367393,2.052669,0.100656260001
3,Total,3595.15,123.367117052,2.264843125,0.0758117042305,0.0,3595.15,0.0,0.0,32356.2375,0.125,0.269786601088,0.0796460625,0.0116591834477,2.061562875,0.064807444172
Total,Total,3667.34583333,72.5530882549,2.22785995833,0.0383924759105,0.0,3667.34583333,0.0,0.0,33006.075,0.133333333333,0.162175782806,0.0819432083333,0.00683570376594,2.02531627083,0.0321026204039
