Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2821.1875,351.678330215,30.506761625,5.8274697914,0.0,0.0,2821.1875,0.0,2821.1875,79.4,17.1984691694,27.781144625,5.62804652831,2.691085125,0.340347417502
1,2,3522.1125,86.1081148133,26.0431325,0.669646471497,0.0,0.0,3522.1125,0.0,3522.1125,84.85,3.70118010602,23.810911875,0.613657036232,2.21318825,0.0561825497205
1,Total,6343.3,366.156444395,28.2749470625,2.78456168867,0.0,0.0,6343.3,0.0,6343.3,82.125,8.54159591408,25.79602825,2.69340581037,2.4521366875,0.167929422684
2,1,2771.425,171.449647552,32.971650375,2.10777059516,0.0,0.0,2771.425,0.0,2771.425,84.5,3.33755007548,30.121183125,1.91948256348,2.812369375,0.187440109978
2,2,3511.9125,114.080494982,26.07500875,0.908482615926,0.0,0.0,3511.9125,0.0,3511.9125,85.4125,3.0468649586,23.84053975,0.832218782005,2.215439,0.0759723943635
2,Total,6283.3375,226.308568543,29.5233295625,1.23590680674,0.0,0.0,6283.3375,0.0,6283.3375,84.95625,2.30326371355,26.9808614375,1.12726541641,2.5139041875,0.108203905205
3,1,2751.1,160.554072283,33.101101375,2.05948072349,0.0,0.0,2751.1,0.0,2751.1,83.6875,4.62955215594,30.2383805,1.8773277948,2.82524325,0.181472791857
3,2,3488.1625,85.0367669923,26.25106375,0.671865247958,0.0,0.0,3488.1625,0.0,3488.1625,85.3125,3.12034463368,24.0009765,0.616359753713,2.23106525,0.0555787399472
3,Total,6239.2625,201.572410192,29.6760825625,1.16508649092,0.0,0.0,6239.2625,0.0,6239.2625,84.5,2.58892480493,27.1196785,1.06305397826,2.52815425,0.101671271362
Total,Total,6288.63333333,175.177214672,29.1581197292,0.942035553611,0.0,0.0,6288.63333333,0.0,6288.63333333,83.8604166667,3.08488029958,26.6321893958,0.90561133194,2.49806504167,0.0641299496133
