Throughput,Latency
1246,3.21
1235,3.23
1183,3.37
1254,3.18
1258,3.17
1257,3.17
1273,3.14
1262,3.15
1257,3.18
1245,3.2
1263,3.16
1236,3.23
1249,3.19
1262,3.16
1276,3.12
1333,2.99
1261,3.16
1345,2.97
1373,2.9
1384,2.88
1288,3.1
1268,3.15
1321,3.02
1283,3.1
1281,3.12
1205,3.3
1272,3.14
1266,3.15
1257,3.17
1263,3.16
1262,3.16
1241,3.21
1217,3.28
1263,3.16
1195,3.34
1266,3.14
1220,3.28
1243,3.2
1254,3.18
1241,3.21
1235,3.24
1285,3.09
1342,2.98
1337,2.97
1223,3.25
1289,3.1
1241,3.21
1230,3.25
1222,3.26
1194,3.35
1208,3.3
1273,3.13
1231,3.24
1297,3.07
1235,3.23
1279,3.12
1297,3.08
1261,3.16
1255,3.17
1272,3.14
1303,3.06
1263,3.16
1273,3.12
1268,3.14
1260,3.17
1278,3.12
1249,3.2
1218,3.27
1214,3.29
1209,3.31
1257,3.17
1252,3.19
1267,3.15
1211,3.29
1291,3.09
1210,3.29
1246,3.21
1291,3.09
1245,3.2
1215,3.28
