Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,6302.529166666666,199.08604766751407,6.348250000000001,0.19790392200028842
Total,6302.529166666666,199.08604766751407,6.348250000000001,0.19790392200028842
