  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
     0  75853      0       0  75853      0    878.85   315.56    537.27      2
     0   8692      0       0   8692      0    713.79   199.19    496.38      0
     0   7285      0       0   7285      0    697.40   224.67    444.46      0
     0  10303      0       0  10303      0    804.26   200.24    572.04      0
     0  11277      0       0  11277      0    661.55   156.70    486.29      0
     0  10579      0       0  10579      0    767.91   207.90    540.61      0
     0   9999      0       0   9999      0    688.56   178.10    493.45      0
     0   9613      0       0   9613      0    746.65   194.86    531.73      0
     0  10717      0       0  10717      0    676.55   178.69    478.51      0
     0   9979      0       0   9979      0    691.44   199.27    462.78      0
     0  11902      0       0  11902      0    663.44   167.53    473.86      0
     0   9558      0       0   9558      0    748.59   221.20    503.75      0
     0  11398      0       0  11398      0    743.99   176.88    550.39      0
     0  10168      0       0  10168      0    680.54   173.70    491.84      7
     0  10224      0       0  10224      0    720.31   182.01    521.26      0
     0  10747      0       0  10747      0    868.51   217.12    634.69      0
     0  10255      0       0  10255      0    693.68   195.25    480.59      0
     0   9973      0       0   9973      0    660.05   151.77    491.92      0
     0  10240      0       0  10240      0    586.09   165.26    403.61      0
     0  10307      0       0  10307      0    583.54   164.03    402.75      0
     0  10115      0       0  10115      0    648.89   194.33    438.01      0
     0  10629      0       0  10629      0    626.09   166.99    442.50      1
     0  10358      0       0  10358      0    738.75   191.00    528.42      0
     0  10388      0       0  10388      0    677.22   213.02    443.42      0
     0  10589      0       0  10589      0    543.90   175.30    353.24      0
     0  10433      0       0  10433      0    572.52   160.97    394.53      0
     0  10806      0       0  10806      0    775.69   190.90    566.23      0
     0  11137      0       0  11137      0    696.81   189.47    489.88      0
     0   8017      0       0   8017      0    784.16   218.38    547.85      8
     0  11144      0       0  11144      0    841.90   200.02    624.45      0
     0  10809      0       0  10809      0    822.05   194.95    604.55      0
     0  10520      0       0  10520      0    698.09   207.83    472.87      1
     0   7781      0       0   7781      0   1199.07   281.26    895.03      2
     0  10279      0       0  10279      0    716.95   203.77    496.87      0
     0  11448      0       0  11448      0    722.45   190.14    515.88      0
     0  10292      0       0  10292      0    751.40   178.87    557.03      0
     0  10830      0       0  10830      0    840.71   186.77    638.52      0
     0   9939      0       0   9939      0    662.79   172.20    473.78      0
     0  10912      0       0  10912      0    748.51   200.26    531.58      0
     0  10322      0       0  10322      0    839.47   255.55    568.54      0
     0  10748      0       0  10748      0    958.09   227.77    712.04      0
     0   9859      0       0   9859      0    698.26   210.28    471.21      0
     0  10174      0       0  10174      0    658.84   180.18    462.01      4
     0  10238      0       0  10238      0    762.16   192.87    553.04      0
     0  11168      0       0  11168      0    817.01   191.18    610.16     10
     0  10304      0       0  10304      0    856.29   204.85    634.59      0
     0   9952      0       0   9952      0    700.44   197.37    486.49      0
     0  10580      0       0  10580      0    745.49   183.80    541.56      1
     0  10373      0       0  10373      0    666.42   191.70    459.67      0
     0  10132      0       0  10132      0    715.90   184.95    509.61      0
     0  10062      0       0  10062      0    651.21   172.97    461.64      0
     0  10112      0       0  10112      0    668.11   178.59    473.12     11
     0  10118      0       0  10118      0    876.22   228.88    629.87      0
     0  10091      0       0  10091      0    751.83   181.49    549.93      0
     0   9686      0       0   9686      0    826.90   251.21    554.93      0
     0   9390      0       0   9390      0    931.38   181.56    720.79      0
     0  10375      0       0  10375      0    898.45   205.42    675.56      0
     0   9332      0       0   9332      0    961.87   245.60    678.04     18
     0   9747      0       0   9747      0   1052.78   243.66    774.74      0
     0   9274      0       0   9274      0    802.95   240.45    545.33     22
     0   9118      0       0   9118      0    945.72   198.81    726.10      0
     0   9368      0       0   9368      0    786.29   184.88    584.51      0
     0  10492      0       0  10492      0    901.42   207.44    672.68      0
     0   9044      0       0   9044      0    686.27   195.81    475.84     11
     0   8966      0       0   8966      0    794.94   229.17    547.46      0
     0  10167      0       0  10167      0    598.12   156.26    425.82      0
     0   9328      0       0   9328      0    742.68   206.35    518.16      0
     0   9710      0       0   9710      0    781.51   207.53    558.91      4
     0   8767      0       0   8767      0    612.34   189.92    408.48      0
     0   9321      0       0   9321      0    668.73   206.08    446.84      0
     0   9541      0       0   9541      0    906.61   283.63    600.79      0
     0   9321      0       0   9321      0    655.22   171.83    467.00      0
     0   8983      0       0   8983      0    726.77   212.81    496.78      0
     0   9652      0       0   9652      0    934.89   236.99    680.23     11
     0  10472      0       0  10472      0    952.94   215.95    719.59      7
     0   9346      0       0   9346      0    676.55   188.64    471.77     22
     0   9899      0       0   9899      0    992.91   254.68    719.22      0
     0   9727      0       0   9727      0    884.83   229.77    626.75      6
     0  11107      0       0  11107      0    855.85   175.31    654.74      0
     0   9347      0       0   9347      0    688.91   169.42    504.61      0
     0   9410      0       0   9410      0    740.28   180.39    545.07      0
     0   8625      0       0   8625      0    729.11   181.14    527.65      0
     0   2078      0       0   2078      0    669.51   152.59    492.54      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
