Throughput,Response time (ms),Queue time (ms),Queue length
5161.33333333,1995.095,80.7316666667,0.0
5009.33333333,2046.46833333,78.3416666667,0.0
5078.33333333,2005.68166667,72.9166666667,0.0
5041.33333333,2011.835,72.1383333333,0.333333333333
4904.66666667,2038.54666667,87.1433333333,0.0
4956.33333333,1988.86666667,67.2033333333,0.0
5006.0,2024.355,77.5766666667,0.0
4948.33333333,2031.22833333,64.1883333333,0.0
5058.33333333,1980.95833333,49.095,0.0
4986.66666667,2001.525,65.7616666667,0.333333333333
4918.33333333,2050.295,71.5583333333,1.16666666667
4963.66666667,2033.395,68.8733333333,0.833333333333
4927.33333333,2071.90666667,80.285,0.0
4979.0,2045.84666667,80.6683333333,0.166666666667
5052.0,2028.04666667,74.935,0.0
4852.66666667,2122.66,86.6966666667,0.0
4960.0,2088.025,83.4383333333,0.0
4976.33333333,2100.76833333,84.4916666667,0.0
4882.33333333,2120.18833333,89.2783333333,0.0
4952.0,2071.105,75.595,0.0
4951.66666667,2066.18666667,77.4183333333,0.0
5051.0,1990.06666667,62.0233333333,0.0
5056.0,1995.24333333,59.6633333333,0.0
5012.33333333,2032.25833333,68.415,0.0
5066.33333333,1975.77333333,64.05,0.166666666667
5118.66666667,1968.41666667,66.5366666667,0.0
4997.33333333,2010.61833333,68.69,0.0
5079.33333333,1989.68833333,72.33,0.166666666667
5094.33333333,1989.88666667,70.04,0.0
4997.33333333,2045.02666667,82.7833333333,0.0
5027.66666667,2007.78333333,68.9366666667,1.16666666667
4997.66666667,2009.87166667,82.7466666667,0.333333333333
5104.0,1985.68666667,64.6783333333,0.0
5221.33333333,1992.10666667,63.4416666667,0.333333333333
4968.0,1998.04666667,70.98,0.0
5021.0,2029.72,70.4116666667,0.333333333333
5046.0,2014.93666667,65.4416666667,0.5
5142.0,1974.89166667,61.805,0.5
5200.0,1962.74,60.8516666667,0.0
5028.0,1987.18333333,64.1516666667,0.0
5090.66666667,2000.33666667,62.4516666667,0.0
4972.33333333,2017.36833333,73.035,0.0
5085.0,1996.17833333,74.7833333333,0.0
5149.33333333,1977.44166667,61.9766666667,0.0
5004.0,2001.36833333,59.7,0.5
4991.0,2043.75666667,74.435,0.833333333333
5041.66666667,2028.735,72.6333333333,0.333333333333
5051.0,2024.19666667,67.0816666667,0.166666666667
5007.66666667,1990.13166667,66.8516666667,1.16666666667
5042.0,1993.38333333,60.9016666667,0.5
4882.33333333,1987.255,71.47,0.333333333333
4888.33333333,2039.10666667,80.635,0.0
4956.66666667,2033.33,69.94,0.0
5041.66666667,2017.3,63.8733333333,0.333333333333
4959.0,2026.16833333,68.165,0.0
4867.33333333,2058.33833333,62.6916666667,0.0
4958.66666667,2010.99166667,61.2333333333,1.0
5081.33333333,2001.51333333,62.5266666667,0.0
4924.66666667,2010.7,68.495,0.0
5076.33333333,1959.65666667,58.7583333333,0.0
5006.33333333,1994.66333333,64.605,0.166666666667
5056.66666667,2007.31,63.8166666667,0.5
5101.0,1976.75333333,50.8116666667,0.0
5168.33333333,1947.105,61.5133333333,0.0
5090.33333333,1967.52333333,55.7566666667,0.0
5065.66666667,1975.02333333,64.0633333333,0.0
4994.66666667,2023.31833333,69.925,0.0
5084.66666667,1991.55666667,75.0333333333,0.0
5102.0,2016.1,81.3733333333,0.0
5118.66666667,1952.56166667,79.7783333333,0.166666666667
4990.0,1975.76333333,74.7733333333,1.0
5081.0,1980.75333333,63.7483333333,0.0
5037.0,2006.18666667,68.3983333333,0.0
5151.0,1975.42333333,62.775,0.0
4982.0,2002.895,62.675,0.0
5061.0,2004.21333333,69.035,0.0
5072.66666667,1997.07,61.29,0.0
5981.66666667,1971.93666667,59.1066666667,0.666666666667
5060.0,1992.89166667,71.8183333333,0.0
4936.66666667,2018.81166667,63.4416666667,0.0
