Throughput,Response time (ms),Queue time (ms),Queue length
15142.6666667,2534.40666667,187.893333333,2.83333333333
14687.0,2526.29,204.518333333,3.16666666667
14816.6666667,2512.88833333,219.895,2.83333333333
15006.0,2538.84,200.7,3.0
14190.0,2649.34166667,238.17,6.33333333333
15081.6666667,2567.755,184.551666667,2.33333333333
14846.3333333,2483.27,203.458333333,0.666666666667
14698.3333333,2522.24166667,188.688333333,2.5
14570.0,2531.04666667,184.1,0.5
15039.3333333,2536.04,216.063333333,5.16666666667
14814.0,2576.88,201.476666667,0.0
14272.6666667,2600.02166667,187.4,2.5
14432.3333333,2685.4,194.756666667,3.16666666667
14974.0,2474.98,193.728333333,3.16666666667
14401.3333333,2633.71833333,199.103333333,1.5
15330.3333333,2493.18333333,209.15,1.83333333333
14760.0,2548.16666667,203.158333333,2.5
15097.0,2470.55166667,195.395,2.5
14841.3333333,2531.10833333,188.796666667,1.33333333333
13782.0,2537.29666667,182.955,1.0
14754.0,2482.77833333,169.398333333,2.16666666667
15113.0,2491.95333333,189.875,0.833333333333
14419.6666667,2592.54166667,192.793333333,0.5
14723.0,2548.41,200.968333333,2.33333333333
14804.0,2529.60666667,204.691666667,1.66666666667
14877.6666667,2509.76666667,192.318333333,1.33333333333
15164.6666667,2494.09166667,178.213333333,0.333333333333
14635.0,2535.51166667,212.735,1.33333333333
14596.3333333,2569.89833333,181.548333333,0.333333333333
14478.0,2530.86833333,178.418333333,0.833333333333
15119.3333333,2520.71,195.888333333,3.5
14241.6666667,2647.81,220.481666667,0.0
14317.0,2595.21,191.765,1.0
14432.3333333,2595.10166667,174.9,1.16666666667
14713.0,2522.745,197.763333333,0.333333333333
14681.3333333,2587.595,211.845,0.0
14186.0,2573.94666667,178.741666667,2.0
14372.6666667,2575.905,187.008333333,3.66666666667
14497.0,2574.93166667,189.595,0.833333333333
14082.0,2645.30333333,207.806666667,0.166666666667
15091.6666667,2494.915,176.446666667,2.0
14467.0,2571.47333333,214.408333333,4.5
14685.0,2578.74,209.78,0.0
14237.0,2738.175,199.431666667,0.666666666667
13961.3333333,2730.72,223.095,0.0
14921.0,2526.89833333,187.883333333,1.16666666667
13886.0,2739.68666667,216.871666667,2.0
14059.3333333,2646.53166667,197.11,7.83333333333
14476.0,2559.33833333,187.335,0.666666666667
14565.6666667,2562.38166667,189.481666667,2.5
14429.0,2649.29333333,206.996666667,1.16666666667
14078.0,2619.84166667,185.423333333,1.83333333333
14193.6666667,2637.875,199.94,3.0
14414.0,2634.11,190.566666667,1.83333333333
13867.6666667,2729.735,223.81,0.5
14486.0,2613.20833333,186.553333333,0.0
13992.0,2727.31666667,197.475,0.166666666667
14165.0,2599.355,190.213333333,0.0
13863.0,2652.34,184.978333333,5.33333333333
14065.6666667,2634.45,207.393333333,0.833333333333
14220.6666667,2653.21833333,200.638333333,1.16666666667
13367.3333333,2786.40833333,216.475,0.0
14285.3333333,2613.75333333,178.571666667,0.666666666667
14182.6666667,2673.22666667,214.103333333,0.666666666667
13938.6666667,2666.02,201.566666667,2.5
14180.3333333,2686.14333333,203.77,1.5
12014.6666667,3483.59166667,228.28,0.0
13784.0,2725.31166667,196.123333333,0.0
14146.6666667,2617.96,208.731666667,3.16666666667
14078.3333333,2607.51,200.2,6.5
13884.6666667,2721.60666667,225.548333333,0.0
13041.6666667,2811.335,220.913333333,1.5
12638.3333333,3553.88333333,208.608333333,0.0
14113.0,2689.825,200.905,2.33333333333
13758.0,2747.945,189.908333333,0.666666666667
14329.3333333,2634.44833333,191.476666667,0.0
14358.0,2636.39,213.243333333,2.16666666667
13284.0,2830.13666667,206.578333333,0.833333333333
13686.0,2645.81833333,189.195,1.0
13485.3333333,2709.6,203.565,0.5
