Threads: 16, Sharded reads: false, Number of Memcached servers: 3.

All measures in microseconds.
  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
 22832      0      0       0  22832  22832   2662.48   126.00   2505.95      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
   642      0      0       0    642    642 118605.20   103.60 118482.29      0
  3403      0      0       0   3403   3403   4788.39    93.80   4668.07      0
  3556      0      0       0   3556   3556   2505.44    92.00   2381.44      0
  3450      0      0       0   3450   3450   2607.64    91.25   2498.17      0
  3371      0      0       0   3371   3371   2651.73    75.78   2537.05      0
  3527      0      0       0   3527   3527   2551.45    93.80   2428.57      0
  3628      0      0       0   3628   3628   2452.41    80.08   2347.05      0
  3746      0      0       0   3746   3746   2423.71    82.02   2320.96      0
  3308      0      0       0   3308   3308   2664.59    89.26   2550.95      0
  3528      0      0       0   3528   3528   2571.38    77.87   2466.74      0
  3557      0      0       0   3557   3557   2550.30    82.51   2449.16      0
  3475      0      0       0   3475   3475   2586.94    88.61   2471.11      0
  3577      0      0       0   3577   3577   2468.95    77.68   2367.20      0
  3388      0      0       0   3388   3388   2575.61    86.33   2467.95      0
  3544      0      0       0   3544   3544   2502.11    81.73   2394.74      0
  3345      0      0       0   3345   3345   2718.59   102.34   2593.04      2
  3543      0      0       0   3543   3543   2536.83    78.70   2437.96      3
  3143      0      0       0   3143   3143   2913.69    98.04   2796.33      0
  3492      0      0       0   3492   3492   2603.44    97.33   2484.05      0
  3733      0      0       0   3733   3733   2411.29    87.32   2303.10      0
  3342      0      0       0   3342   3342   2657.27    70.45   2566.87      0
  3542      0      0       0   3542   3542   2560.59    95.13   2447.75      0
  3583      0      0       0   3583   3583   2491.47    89.84   2382.62      1
  3484      0      0       0   3484   3484   2522.22    71.98   2429.65      2
  3615      0      0       0   3615   3615   2499.21    83.08   2394.40      0
  3547      0      0       0   3547   3547   2550.12    67.98   2457.20      0
  3353      0      0       0   3353   3353   2597.75    86.17   2465.85      0
  3732      0      0       0   3732   3732   2394.25    88.27   2285.86      0
  3607      0      0       0   3607   3607   2462.20    73.77   2364.04      0
  3599      0      0       0   3599   3599   2525.18    77.89   2424.50      0
  3749      0      0       0   3749   3749   2407.86    77.37   2309.19      0
  3456      0      0       0   3456   3456   2566.18   108.85   2436.26      0
  3725      0      0       0   3725   3725   2427.14    73.21   2332.77      0
  3692      0      0       0   3692   3692   2443.38    74.32   2349.00      0
  3419      0      0       0   3419   3419   2576.53   103.85   2446.93      0
  3664      0      0       0   3664   3664   2476.68    97.33   2358.51      0
  3482      0      0       0   3482   3482   2576.14   103.36   2445.43      2
  3484      0      0       0   3484   3484   2501.53   122.09   2351.17      0
  3703      0      0       0   3703   3703   2407.93    88.15   2299.46      0
  3565      0      0       0   3565   3565   2523.89    75.90   2427.62      0
  3489      0      0       0   3489   3489   2592.27    83.64   2482.69      0
  3498      0      0       0   3498   3498   2526.06    82.88   2415.49      0
  3477      0      0       0   3477   3477   2560.21    64.54   2469.52      3
  3727      0      0       0   3727   3727   2394.68    68.44   2304.73      0
  3582      0      0       0   3582   3582   2510.53    76.95   2409.04      0
  3504      0      0       0   3504   3504   2495.27    91.15   2381.53      0
  3578      0      0       0   3578   3578   2516.63   109.01   2384.58      0
  3684      0      0       0   3684   3684   2369.69    78.46   2269.06      0
  3618      0      0       0   3618   3618   2507.67    93.15   2389.42      0
  3530      0      0       0   3530   3530   2537.83    78.74   2435.68      0
  3484      0      0       0   3484   3484   2541.77    78.87   2442.09      0
  3733      0      0       0   3733   3733   2366.55    78.60   2266.32      0
  3791      0      0       0   3791   3791   2355.43    83.08   2250.62      0
  3553      0      0       0   3553   3553   2547.59    76.47   2442.54      0
  3789      0      0       0   3789   3789   2386.51    79.34   2285.99      1
  3776      0      0       0   3776   3776   2368.51    82.34   2262.74      0
  3666      0      0       0   3666   3666   2422.21    76.49   2320.65      0
  3668      0      0       0   3668   3668   2462.74    74.12   2368.67      0
  3687      0      0       0   3687   3687   2465.90    75.31   2368.65      1
  3602      0      0       0   3602   3602   2490.68    88.98   2379.59      0
  3669      0      0       0   3669   3669   2473.15    75.81   2372.30      0
  3685      0      0       0   3685   3685   2468.46    90.86   2356.03      0
  3647      0      0       0   3647   3647   2471.48    75.06   2375.10      0
  3822      0      0       0   3822   3822   2365.29    91.84   2248.42      0
  3502      0      0       0   3502   3502   2559.30    86.57   2447.15      1
  3699      0      0       0   3699   3699   2457.16   100.68   2332.51      0
  3692      0      0       0   3692   3692   2449.44    88.72   2337.17      0
  3827      0      0       0   3827   3827   2390.55    85.59   2282.85      6
  3711      0      0       0   3711   3711   2417.62    75.65   2320.83      0
  3516      0      0       0   3516   3516   2580.18    78.16   2479.24      0
  3584      0      0       0   3584   3584   2531.44    91.05   2414.54      0
  3695      0      0       0   3695   3695   2385.18   102.10   2258.04      1
  3368      0      0       0   3368   3368   2558.90    71.40   2462.40      0
  1177      0      0       0   1177   1177   2394.49    56.48   2314.74      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
     0      0      0       0      0      0       NaN      NaN       NaN      0
