Throughput,Latency
13068,3.67
13081,3.66
13138,3.65
12757,3.76
12831,3.76
13165,3.64
12557,3.82
13295,3.61
12369,3.88
12601,3.79
12996,3.69
12076,3.97
12575,3.81
12095,3.96
12953,3.71
12529,3.85
12693,3.78
13000,3.69
12510,3.82
12995,3.67
12813,3.77
12749,3.74
13206,3.65
12917,3.7
12450,3.87
12994,3.69
12184,3.92
13396,3.57
12816,3.76
12607,3.8
12577,3.8
13063,3.68
12963,3.71
12811,3.73
12285,3.9
11350,4.24
11194,4.26
11430,4.19
12060,4.0
11157,4.29
12231,3.91
12580,3.81
11520,4.18
11341,4.22
12240,3.92
11561,4.14
12217,3.95
12036,3.98
11594,4.14
11717,4.07
11000,4.37
10864,4.4
11465,4.21
11445,4.19
11541,4.16
12331,3.9
11492,4.15
11327,4.26
12644,3.77
12373,3.89
12413,3.87
11375,4.21
12579,3.81
11121,4.3
11453,4.19
12098,3.98
11513,4.15
11487,4.19
10086,4.73
12030,4.0
11720,4.08
11442,4.21
11825,4.06
11561,4.13
12399,3.88
11256,4.25
11662,4.12
11867,4.05
11581,4.14
12082,3.97
