Throughput,Latency
4460,3.58
4386,3.63
4459,3.57
4122,3.92
4469,3.57
4242,3.75
4044,3.94
4359,3.7
4201,3.8
4192,3.82
4285,3.72
4386,3.63
4150,3.84
4263,3.79
4174,3.8
4485,3.59
4237,3.74
4346,3.71
4245,3.74
4265,3.76
4226,3.81
4138,3.84
4289,3.75
4306,3.68
4132,3.89
4362,3.65
4071,3.94
4269,3.72
4407,3.65
4174,3.79
4434,3.63
4381,3.62
4239,3.8
4427,3.59
4313,3.69
4119,3.91
4315,3.68
4302,3.74
4266,3.76
4332,3.69
4441,3.58
4322,3.71
4206,3.78
4356,3.69
4498,3.55
4180,3.8
4257,3.78
4380,3.62
4312,3.73
4365,3.66
4325,3.67
4412,3.65
4321,3.67
4319,3.72
4343,3.65
4234,3.8
4375,3.63
4389,3.66
4352,3.65
4361,3.66
4187,3.85
4218,3.76
4599,3.5
4315,3.68
4307,3.72
4472,3.6
4116,3.85
4206,3.83
4159,3.81
4232,3.78
4380,3.67
4256,3.73
4444,3.63
4356,3.63
4068,3.93
4343,3.71
4198,3.78
4356,3.7
4353,3.64
4362,3.69
