Throughput,Latency
9933,2.42
10060,2.38
9845,2.43
8396,2.86
10301,2.32
10588,2.26
10135,2.38
9273,2.58
7782,3.05
10552,2.28
9484,2.53
10546,2.27
8256,2.9
10489,2.3
10065,2.36
10114,2.37
9875,2.44
10095,2.36
10497,2.28
10177,2.37
10150,2.35
9656,2.48
10440,2.3
10695,2.23
11046,2.17
10451,2.3
9995,2.39
10918,2.21
7721,3.1
10630,2.25
10508,2.27
10547,2.29
10358,2.31
10072,2.38
9965,2.4
10602,2.27
10474,2.29
10632,2.24
10754,2.24
9448,2.23
10249,2.62
10137,2.36
9481,2.51
9494,2.52
10002,2.4
10264,2.33
10152,2.36
9211,2.58
7460,3.23
9877,2.43
9195,2.6
9323,2.51
9296,2.63
6883,3.47
9904,2.41
10601,2.27
9584,2.48
8459,2.82
9228,2.6
10092,2.38
8925,2.68
9148,2.62
9008,2.66
9329,2.56
9206,2.59
9254,2.58
9826,2.45
9854,2.43
9620,2.47
9180,2.61
9527,2.52
9350,2.55
9441,2.53
8959,2.67
9122,2.64
9305,2.56
9411,2.55
9294,2.58
8894,2.67
7897,3.05
