Throughput,latency(ms)
4801.0,0.415
4775.33333333,0.421666666667
4906.33333333,0.408333333333
4532.0,0.441666666667
4363.33333333,0.456666666667
4545.66666667,0.44
4407.66666667,0.455
4329.66666667,0.458333333333
4180.33333333,0.476666666667
4342.33333333,0.455
4299.0,0.466666666667
4602.66666667,0.438333333333
4625.66666667,0.431666666667
4386.33333333,0.458333333333
4022.33333333,0.498333333333
4589.33333333,0.433333333333
4471.0,0.446666666667
4233.33333333,0.471666666667
4375.0,0.465
4078.0,0.495
4630.0,0.426666666667
4299.0,0.46
4668.33333333,0.423333333333
4769.66666667,0.42
4660.66666667,0.423333333333
4594.33333333,0.43
4725.66666667,0.433333333333
4486.66666667,0.445
4771.0,0.423333333333
4549.33333333,0.435
4361.0,0.455
4858.33333333,0.413333333333
4375.33333333,0.451666666667
4504.66666667,0.443333333333
4430.33333333,0.451666666667
4268.0,0.465
4156.33333333,0.481666666667
3948.33333333,0.501666666667
3996.0,0.496666666667
4045.66666667,0.493333333333
4770.33333333,0.416666666667
4135.66666667,0.481666666667
4205.33333333,0.473333333333
3844.66666667,0.523333333333
4021.33333333,0.496666666667
4101.0,0.49
3984.33333333,0.498333333333
4150.66666667,0.476666666667
4080.0,0.486666666667
4008.66666667,0.493333333333
4001.0,0.495
4065.33333333,0.485
4105.33333333,0.485
4066.66666667,0.488333333333
3940.33333333,0.505
3895.33333333,0.51
3946.0,0.503333333333
4057.33333333,0.491666666667
4134.33333333,0.486666666667
4177.66666667,0.473333333333
4155.33333333,0.478333333333
4196.0,0.476666666667
4099.0,0.485
4336.0,0.466666666667
4508.66666667,0.441666666667
4140.66666667,0.473333333333
4388.0,0.455
4329.33333333,0.458333333333
4132.0,0.481666666667
4576.0,0.436666666667
4360.66666667,0.456666666667
4366.0,0.458333333333
4555.66666667,0.435
4343.0,0.455
4274.0,0.468333333333
4782.66666667,0.416666666667
4696.0,0.425
4381.66666667,0.456666666667
4066.66666667,0.496666666667
4049.66666667,0.496666666667
3113.66666667,0.823333333333
3924.0,0.508333333333
3750.0,0.548333333333
4144.0,0.488333333333
4109.0,0.496666666667
4586.33333333,0.443333333333
3935.66666667,0.551666666667
3931.0,0.498333333333
3470.66666667,0.661666666667
