Throughput,latency(ms)
6295.33333333,0.656666666667
6485.66666667,0.643333333333
6843.0,0.603333333333
6566.33333333,0.618333333333
6816.0,0.596666666667
6440.33333333,0.635
6668.0,0.608333333333
6699.33333333,0.618333333333
7107.0,0.573333333333
7081.0,0.575
7121.0,0.583333333333
5975.0,0.695
6434.0,0.671666666667
6312.0,0.666666666667
6451.66666667,0.641666666667
6175.33333333,0.68
6684.33333333,0.596666666667
6459.66666667,0.636666666667
6315.66666667,0.653333333333
6651.33333333,0.62
6729.0,0.613333333333
6364.0,0.648333333333
6988.66666667,0.591666666667
7010.0,0.588333333333
6886.33333333,0.585
6385.0,0.631666666667
6566.66666667,0.613333333333
6511.66666667,0.621666666667
6521.0,0.63
6783.66666667,0.593333333333
6865.0,0.586666666667
6211.66666667,0.64
6423.66666667,0.635
5742.66666667,0.7
5893.66666667,0.688333333333
5681.66666667,0.706666666667
6548.66666667,0.611666666667
6360.0,0.63
6272.0,0.64
6119.0,0.65
5935.0,0.668333333333
6103.66666667,0.655
6518.0,0.613333333333
6356.66666667,0.626666666667
6650.66666667,0.603333333333
6416.0,0.621666666667
6586.0,0.606666666667
6364.66666667,0.631666666667
6210.66666667,0.65
6424.66666667,0.625
6717.33333333,0.595
5885.66666667,0.683333333333
6376.33333333,0.63
6808.33333333,0.59
6687.66666667,0.596666666667
6329.0,0.631666666667
6757.66666667,0.608333333333
7190.66666667,0.555
6968.33333333,0.57
6443.66666667,0.63
6288.0,0.645
6648.33333333,0.6
6658.66666667,0.605
7073.0,0.575
6674.66666667,0.618333333333
6845.66666667,0.62
6706.33333333,0.616666666667
6467.33333333,0.626666666667
7129.66666667,0.561666666667
7077.0,0.571666666667
7037.33333333,0.573333333333
6902.0,0.616666666667
6518.66666667,0.64
6998.66666667,0.568333333333
6705.66666667,0.606666666667
5743.0,0.715
6602.0,0.608333333333
6611.0,0.605
6433.0,0.62
6591.66666667,0.621666666667
