  SETS   GETS  MGETS   INVLD    TOT   HITS     RSP T      Q T     SVR T  Q LEN
     0   4362      0       0   4362   3855   1965.82   122.65   1818.84      2
     0   4311      0       0   4311   3876   1976.30   128.05   1825.23      0
     0   4035      0       0   4035   3527   2048.21   113.55   1912.11      0
     0   4304      0       0   4304   3779   1976.94   156.86   1795.69      0
     0   4257      0       0   4257   3762   1954.88   117.46   1818.89      2
     0   4181      0       0   4181   3794   2020.31   138.01   1858.67      1
     0   4155      0       0   4155   3832   2019.47   132.21   1867.38      0
     0   4088      0       0   4088   3729   2007.27   114.50   1873.71      0
     0   4100      0       0   4100   3670   2033.10   103.77   1908.36      7
     0   4514      0       0   4514   4202   1901.82   125.05   1758.18      0
     0   4307      0       0   4307   3809   1953.92    95.46   1838.71      1
     0   4149      0       0   4149   3724   1967.17   123.05   1825.86      0
     0   4127      0       0   4127   3782   1995.61    65.94   1912.72      0
     0   4374      0       0   4374   3824   1965.14    95.72   1846.94      0
     0   4286      0       0   4286   3772   1919.96    86.01   1815.35      0
     0   4187      0       0   4187   3657   2002.98    92.72   1892.73      0
     0   4515      0       0   4515   4009   1882.82    98.14   1766.96      0
     0   4306      0       0   4306   3881   1931.27   109.27   1802.67      0
     0   4410      0       0   4410   3956   1950.50   101.50   1830.17      0
     0   4370      0       0   4370   3901   1985.80   113.58   1851.53      0
     0   4549      0       0   4549   3992   1893.60   111.83   1763.73      3
     0   4513      0       0   4513   4031   1881.25   102.06   1759.37      0
     0   4396      0       0   4396   3964   1925.76    97.06   1811.00      0
     0   4335      0       0   4335   3835   1935.68    92.65   1826.00      0
     0   4502      0       0   4502   4016   1918.26    95.06   1804.35      0
     0   4507      0       0   4507   4021   1903.81    92.20   1794.82      1
     0   4221      0       0   4221   3741   1900.01    94.60   1787.56      0
     0   4459      0       0   4459   3974   1873.77   110.45   1744.09      0
     0   4551      0       0   4551   4060   1884.72   105.16   1760.33      0
     0   4579      0       0   4579   4098   1851.07    84.38   1745.43      0
     0   4278      0       0   4278   3818   1941.40   107.59   1808.46      0
     0   4300      0       0   4300   3830   1923.70   102.04   1803.52      0
     0   4804      0       0   4804   4276   1803.12    95.67   1689.89      0
     0   4494      0       0   4494   4009   1923.86   125.12   1777.02      0
     0   4485      0       0   4485   3944   1955.45   123.38   1811.81      0
     0   4352      0       0   4352   3854   1939.41   147.40   1771.98      0
     0   4233      0       0   4233   3780   1973.37   121.69   1830.37      0
     0   4313      0       0   4313   3855   1968.11   124.20   1823.92      0
     0   4285      0       0   4285   3861   1930.85   127.39   1785.42      0
     0   4440      0       0   4440   3934   1936.54   115.06   1802.43      0
     0   4292      0       0   4292   3753   1907.25   120.81   1767.38      0
     0   4265      0       0   4265   3727   1839.19   121.56   1696.66      0
     0   4133      0       0   4133   3717   1925.99   104.23   1800.17      0
     0   4297      0       0   4297   3943   1924.68   100.47   1805.63      0
     0   4146      0       0   4146   3773   1971.27   119.58   1831.98      0
     0   4143      0       0   4143   3748   1956.08   118.91   1814.48      0
     0   4458      0       0   4458   3999   1926.22   117.30   1788.57      0
     0   4759      0       0   4759   4275   2086.82   120.92   1937.69      0
     0   4119      0       0   4119   3668   2040.98   101.58   1917.00      0
     0   4372      0       0   4372   3896   1901.81   110.83   1770.96      0
     0   4198      0       0   4198   3691   2002.00   112.26   1871.50      0
     0   4036      0       0   4036   3566   2013.15   106.21   1884.77      0
     0   4074      0       0   4074   3591   2010.62   114.58   1877.33      0
     0   4343      0       0   4343   3876   1890.66   111.48   1761.67      0
     0   4281      0       0   4281   3859   1908.05   115.24   1774.27      0
     0   4174      0       0   4174   3762   1976.75   102.76   1855.91      0
     0   4286      0       0   4286   3850   1922.59    87.86   1816.96      5
     0   4278      0       0   4278   3817   1961.59   108.77   1833.65      0
     0   4458      0       0   4458   3964   1910.81   115.73   1776.75      0
     0   4287      0       0   4287   3781   1901.58   120.72   1762.38      0
     0   4514      0       0   4514   3973   1853.96   114.91   1720.80      0
     0   4330      0       0   4330   3825   2002.07    94.28   1890.56      0
     0   4066      0       0   4066   3611   2039.37   119.84   1898.32      0
     0   4521      0       0   4521   4044   1920.95    91.05   1811.12      3
     0   4421      0       0   4421   3956   1860.61   144.34   1697.77      6
     0   4475      0       0   4475   4004   1807.22   102.88   1686.36      0
     0   4406      0       0   4406   3960   1835.89   102.25   1713.31      0
     0   4389      0       0   4389   3922   1895.24   106.63   1769.49      0
     0   4486      0       0   4486   4011   1848.61   114.03   1713.30      0
     0   4334      0       0   4334   3900   1938.55   126.11   1791.97      0
     0   4239      0       0   4239   3754   1922.07   111.25   1791.65      1
     0   4161      0       0   4161   3725   1953.15   123.74   1810.62      0
     0   4373      0       0   4373   3928   1950.91   117.74   1814.44      0
     0   4157      0       0   4157   3701   1960.07   127.94   1812.98      0
     0   4179      0       0   4179   3771   1931.40   114.68   1797.61      0
     0   4291      0       0   4291   3869   1902.34   120.18   1762.34      0
     0   4318      0       0   4318   3876   1998.71   130.99   1847.99      0
     0   4286      0       0   4286   3868   2013.21   122.35   1871.45      0
     0   4434      0       0   4434   3995   1938.78   115.83   1802.19      0
     0   4321      0       0   4321   3912   1858.32   113.87   1724.72     10
