Throughput,Latency
2348,3.4
2167,3.68
2360,3.39
2372,3.36
2376,3.36
2427,3.29
2272,3.51
2211,3.61
2347,3.4
2467,3.23
2077,3.85
2468,3.23
2223,3.6
2487,3.2
2492,3.2
2384,3.35
2520,3.17
2318,3.44
2366,3.37
2345,3.4
2398,3.33
2409,3.32
1886,4.23
2234,3.57
2223,3.59
2250,3.55
2284,3.49
2156,3.69
2319,3.45
2318,3.44
2434,3.28
2383,3.35
2327,3.42
2129,3.75
2201,3.61
2231,3.6
2193,3.63
2271,3.52
2410,3.31
2408,3.32
2394,3.33
2364,3.37
2492,3.21
2373,3.36
2379,3.35
2413,3.3
2288,3.5
2205,3.62
2420,3.3
2530,3.16
2562,3.11
2453,3.26
2125,3.75
2263,3.53
2242,3.56
2389,3.34
2371,3.37
2445,3.26
2288,3.49
2265,3.53
2370,3.36
2324,3.43
2364,3.37
2179,3.67
2276,3.5
2406,3.32
2268,3.52
2319,3.43
2100,3.81
2037,3.92
2173,3.68
1915,4.17
2225,3.58
2257,3.53
2234,3.57
2355,3.39
2661,3.0
2573,3.1
2420,3.3
2307,3.46
