Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,2238.2,284.93268969513446,0.44875000000000004,0.07887877993913314
2,2027.125,273.17182547676765,0.4974166666666667,0.09754729211027552
Total,4265.325,492.20854277591525,0.4730833333333333,0.09189988047119184
