Repetition,Middleware,Average Throughput,Std Throughput,Average Latency,Std Latency,Average Gets,Average Multigets,Average Sets,Average Invalids,Average Hits,Average Queue Length,Std Queue Length,Average Queue Time,Std Queue Time,Average Server Time,Std Server Time
1,1,2108.5625,118.242064925,1.992031625,0.0917328680993,0.0,2108.5625,0.0,0.0,6325.65,0.175,0.497461912542,0.102295,0.0236861231606,1.81799925,0.0695447490902
1,2,2509.825,73.5344188764,1.691869,0.0454827492294,0.0,2509.825,0.0,0.0,7529.475,0.1,0.301892763256,0.0420325,0.00573873745653,1.599178375,0.0408520361095
1,Total,4618.3875,146.449152514,1.8419503125,0.0521566450391,0.0,4618.3875,0.0,0.0,13855.125,0.1375,0.275301905625,0.07216375,0.0125355707181,1.7085888125,0.0406459990187
2,1,2110.675,117.280446642,1.98781275,0.100220861683,0.0,2110.675,0.0,0.0,6332.025,0.25,0.684364252704,0.101404625,0.0233279608914,1.819195625,0.077105635773
2,2,2390.6,96.1942391496,1.777076875,0.071344335242,0.0,2390.6,0.0,0.0,7171.8,0.1875,0.45266440471,0.045266375,0.00688847326396,1.674753125,0.0642906766986
2,Total,4501.275,152.259187331,1.8824448125,0.0638325615662,0.0,4501.275,0.0,0.0,13503.825,0.21875,0.388471118781,0.0733355,0.0122142111047,1.746974375,0.0525983043439
3,1,2093.475,112.02689268,2.0115015,0.100210801221,0.0,2093.475,0.0,0.0,6280.425,0.075,0.30914336521,0.100241,0.0219978971147,1.839634875,0.0790999511913
3,2,2242.125,99.1632556234,1.8917325,0.0839471831163,0.0,2242.125,0.0,0.0,6726.375,0.15,0.47997890249,0.045279,0.00639060853662,1.7854765,0.0771583186012
3,Total,4335.6,165.82800301,1.951617,0.073621899731,0.0,4335.6,0.0,0.0,13006.8,0.1125,0.275301905625,0.07276,0.0115000756464,1.8125556875,0.0636806017139
Total,Total,4485.0875,86.9675035701,1.89200404167,0.035900923586,0.0,4485.0875,0.0,0.0,13455.25,0.15625,0.17857017279,0.0727530833333,0.00674497649763,1.756039625,0.0291014160945
