Client host,Average Throughput,Std Throughput,Average Response Time,Std Response Time
1,5149.0,143.5499708890929,1.5495833333333335,0.04342831024921203
2,1536.1166666666666,48.95223243093318,5.206583333333333,0.16456355785718918
3,4450.570833333333,151.78545191660692,1.7949583333333332,0.06155582503335457
Total,11135.6875,73.91756016561166,2.8503750000000005,1.6735162812895807
