Throughput,Latency
11257,2.82
11197,2.87
10235,3.11
10837,2.95
10332,3.1
11375,2.8
10267,3.1
10173,3.14
11299,2.83
10041,3.18
10658,2.99
11093,2.87
11279,2.83
11166,2.88
11159,2.86
11042,2.9
11172,2.85
11034,2.89
10522,3.05
9647,3.3
10272,3.09
11181,2.86
11002,2.91
9801,3.26
10104,2.97
10857,3.1
10423,3.08
11390,2.81
9755,3.27
9706,3.27
8819,3.62
10333,3.11
10362,3.08
10326,3.1
11138,2.87
10338,3.09
10346,3.07
10562,3.03
9543,3.34
9716,3.26
8754,3.66
9818,3.23
10716,3.0
11075,2.89
10705,2.98
10474,3.02
11104,2.89
10449,3.06
10278,3.1
9492,3.38
11163,2.85
11145,2.86
11154,2.87
11106,2.88
11192,2.86
10839,2.95
11161,2.87
10487,3.03
10937,2.94
10849,2.93
8479,3.39
10329,3.41
10118,3.17
9751,3.26
9885,3.23
9697,3.27
9097,3.52
10801,2.95
11108,2.87
11220,2.86
11092,2.89
11101,2.88
11115,2.87
11096,2.89
11000,2.89
11095,2.87
10620,3.01
10105,3.15
10470,3.05
11300,2.82
