Throughput,Response time (ms),Queue time (ms),Queue length
862.666666667,2501.89,26.8066666667,0.0
854.333333333,2550.49,35.8133333333,0.0
874.333333333,2448.85666667,19.6966666667,0.0
878.0,2445.10333333,14.3666666667,0.0
882.0,2427.10333333,12.26,0.0
884.666666667,2432.94333333,18.2066666667,0.0
887.0,2426.36,16.9633333333,0.0
882.0,2429.83,21.2833333333,0.0
875.333333333,2470.24333333,12.7766666667,0.0
867.0,2469.52333333,23.7666666667,0.0
873.666666667,2478.43666667,20.69,0.0
872.333333333,2486.14333333,30.6533333333,0.0
888.0,2442.10666667,22.46,1.0
886.333333333,2432.46333333,22.5333333333,0.0
886.0,2430.28666667,15.5066666667,0.0
872.666666667,2457.89,30.2033333333,0.0
880.0,2419.62333333,22.3133333333,0.0
864.333333333,2493.09666667,16.9033333333,0.0
884.333333333,2436.37666667,26.2233333333,0.0
896.0,2428.59,19.2033333333,0.0
968.0,2505.36333333,11.4133333333,0.0
872.333333333,2475.44,15.5966666667,0.0
882.666666667,2453.40333333,30.8933333333,0.0
882.0,2442.49666667,23.4666666667,0.0
870.333333333,2456.63,21.6733333333,0.0
884.333333333,2430.57,18.2533333333,0.0
868.333333333,2481.39333333,14.5833333333,0.0
877.0,2465.5,15.7666666667,0.0
874.0,2472.14666667,12.4066666667,0.0
864.666666667,2502.21,19.0366666667,0.0
868.666666667,2479.75666667,23.1333333333,0.0
857.333333333,2505.94333333,17.6466666667,0.666666666667
859.666666667,2490.06,15.6166666667,0.0
867.666666667,2477.67333333,13.44,0.0
874.666666667,2473.01333333,17.7233333333,0.0
874.0,2452.25333333,15.0533333333,0.0
850.666666667,2542.73666667,17.3333333333,0.0
867.333333333,2498.54,18.2266666667,0.0
872.0,2441.43,14.6533333333,0.0
875.333333333,2460.27666667,39.66,0.0
882.333333333,2434.05333333,21.0166666667,0.0
872.666666667,2464.93666667,25.2466666667,0.0
876.666666667,2462.88,31.6933333333,0.0
865.333333333,2469.38666667,23.9266666667,0.0
869.0,2505.31,29.31,0.0
886.333333333,2427.04,25.6033333333,0.0
884.0,2412.97666667,30.1366666667,0.0
884.0,2428.77666667,27.1933333333,0.0
879.666666667,2457.05666667,20.1466666667,0.0
889.0,2437.4,21.7433333333,0.0
885.0,2425.08333333,13.9866666667,0.333333333333
854.333333333,2523.87,17.7966666667,0.0
855.0,2506.09333333,15.33,0.0
877.0,2427.06666667,22.4233333333,0.0
828.0,2610.15333333,32.85,0.0
863.0,2487.03333333,16.7666666667,0.0
852.666666667,2516.86333333,19.1333333333,0.0
860.333333333,2534.76,33.7133333333,0.0
852.333333333,2580.37666667,25.51,0.0
855.666666667,2534.0,28.9833333333,0.0
860.666666667,2499.36,37.78,0.0
860.333333333,2520.49333333,39.3066666667,0.0
873.666666667,2464.10666667,17.9366666667,0.0
895.333333333,2437.41666667,14.3866666667,0.0
886.666666667,2443.52666667,31.5033333333,0.0
887.0,2413.11333333,22.33,0.0
887.0,2434.73666667,21.2133333333,0.0
874.666666667,2466.29333333,21.4333333333,0.0
867.666666667,2473.54333333,13.44,0.0
857.0,2489.45666667,15.7733333333,0.0
868.666666667,2478.96333333,23.8,0.0
869.666666667,2473.77,18.0666666667,0.0
870.666666667,2491.87,22.8166666667,0.666666666667
858.333333333,2525.44333333,36.5933333333,0.0
853.333333333,2485.63666667,15.6366666667,0.0
852.333333333,2473.16,14.4533333333,0.0
876.333333333,2446.96333333,17.0366666667,0.0
880.333333333,2445.31,27.3466666667,0.0
861.0,2450.07,25.03,0.0
867.333333333,2462.06,14.48,0.0
